candidate_id,client,vendor,url,short_description,assumed_industry,assumed_process,decision,reason
cand-030,CCI (агрокомпания),Университет Флориды,https://blogs.nvidia.com/blog/agtech-industry-taps-nvidia-gpus-to-protect-the-planet/,"Умные опрыскиватели для цитрусовых на базе NVIDIA Jetson, пилот CCI",crop-farming,field-operations,rejected,"unverifiable — упомянуто кратко в блоге NVIDIA, деталей внедрения и результата недостаточно"
cand-031,неизвестно,Saillog (Agrio),https://news.developer.nvidia.com/startup-uses-ai-to-identify-crop-diseases-with-superb-accuracy,Приложение Agrio для распознавания болезней растений,crop-farming,cv-inspection,rejected,"no_client — B2C-приложение стартапа, конкретного клиента-агрохолдинга нет"
cand-032,Mowi Scotland,AKVA group,https://www.globalseafood.org/advocate/remote-feeding-center-leads-to-record-feed-efficiency-for-top-salmon-producer/,AKVA Observe: рекордный bFCR 0.98 на ферме Gorsten,aquaculture,optimization,included,"Названный клиент, измеримые метрики bFCR/роста/выживаемости"
cand-033,неизвестно,AKVA group,https://fishfocus.co.uk/how-ai-cameras-are-transforming-deepwater-farming/,Второй источник по AKVA-камерам для глубоководных ферм,aquaculture,optimization,rejected,"source_unavailable — страница отдала защитную заглушку антибот-системы, текст не извлечён"
cand-034,Hendrix Genetics,Ace Aquatec,https://www.globalseafood.org/advocate/project-uses-ai-powered-cameras-to-improve-fish-growth-tracking-and-feeding-strategies/,A-BIOMASS: индивидуальное отслеживание веса рыбы для селекционной программы,aquaculture,research-development,rejected,"no_result — качественное описание системы, количественных результатов не приведено"
cand-035,Cermaq Canada,ReelData,https://www.fishfarmingexpert.com/ai-canada-cermaq/implementing-ai-technology-on-two-cermaq-sites/1815467,ReelAppetite/ReelWeight — пилот ИИ-камер на двух площадках,aquaculture,optimization,included,"Названный клиент и вендор, стадия — пилот без результатов, грейд C"
cand-036,Tyson Foods,AWS / Amazon ML Solutions Lab,https://aws.amazon.com/blogs/machine-learning/industrial-automation-at-tyson-with-computer-vision-aws-panorama-and-amazon-sagemaker/,"Компьютерное зрение AWS Panorama для подсчёта лотков с курицей, mAP 0.91",food-processing,cv-inspection,included,"Единственный источник — платформа AWS, грейд B"
cand-037,Tyson Foods,неизвестно (in-house),https://thefeed.blog/2023/11/14/future-of-food-ai-artificial-intelligence-food-industry/,"Автоматизация маркировки продукции, geo-fencing, генеративный ИИ на презентации Tyson",food-processing,quality-control,rejected,"no_result — иная инициатива Tyson (не тот же проект, что cand-036), конкретных результатов не приведено"
cand-038,неизвестно (агрегатор ритейла),AWS / Ganit,https://aws.amazon.com/blogs/machine-learning/reduce-food-waste-to-improve-sustainability-and-financial-results-in-retail/,"AWS Forecast для сокращения пищевых отходов в ритейле (More, Индия; безымянный ритейлер США)",retail-ecommerce,forecasting,rejected,"out_of_scope — розничная торговля свежими продуктами, а не сельхозпроизводство/пищепереработка"
cand-039,неизвестно,Danone,https://milknews.ru/kompanii-molochnoy-promishlennosti/kompanii-molochnoy-promishlennosti_5.html,Danone Россия — молочное производство (общий обзор рынка),food-processing,forecasting,rejected,no_implementation — конкретного AI-внедрения и результата не найдено
cand-040,неизвестно,неизвестно,https://vk.ru/@sterbrust-sistemy-komputernogo-zreniya-dlya-kontrolya-kachestva-produk,"CV для контроля качества продукции (общее описание, без клиента из пищепрома)",food-processing,quality-control,rejected,"no_client — общая статья о CV в промышленности, конкретного клиента в АПК/пищепроме нет"
cand-041,ЭкоНива,неизвестно,https://www.tadviser.ru/index.php/%D0%A1%D1%82%D0%B0%D1%82%D1%8C%D1%8F:%D0%A6%D0%B8%D1%84%D1%80%D0%BE%D0%B2%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F_%D0%B6%D0%B8%D0%B2%D0%BE%D1%82%D0%BD%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%B0_%D0%B2_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8,Eko.Feed — цифровое молочное животноводство с 2018 г. (по данным поисковой выдачи),livestock,predictive-maintenance,rejected,"unverifiable — сведения получены только из сводки поисковой выдачи, страница отдельно не открывалась через WebFetch для проверки текста"
