candidate_id,client,vendor,url,reason_code,reason
cand-023,Русская рыбопромышленная компания (РРПК),неизвестно,https://russianfishery.ru/customers/production/,source_unavailable,"Страница вернула HTTP 403, конкретные факты об AI/CV на конвейере не подтверждены"
cand-024,неизвестно,Prospera (Valmont),https://itrade.gov.il/usa/prospera-technologies-revolutionizing-agriculture-with-ai-and-machine-learning/,no_client,"Описание технологии и партнёрства вендора без названного клиента-фермера и измеримого результата"
cand-025,неизвестно,Connecterra,https://www.openpr.com/news/3778102/artificial-intelligence-in-smart-farming-and-agriculture,no_client,"Общее описание продукта и партнёрства с Lely без конкретного названного клиента"
cand-029,неизвестно,SeeTree,https://blogs.nvidia.com/blog/agtech-industry-taps-nvidia-gpus-to-protect-the-planet/,no_client,"Вендорский блог NVIDIA без названного клиента-фермера"
cand-030,CCI (агрокомпания),Университет Флориды,https://blogs.nvidia.com/blog/agtech-industry-taps-nvidia-gpus-to-protect-the-planet/,unverifiable,"Упомянуто кратко в блоге NVIDIA как пилот CCI; деталей внедрения и результата недостаточно для кейса"
cand-031,неизвестно,Saillog (Agrio),https://news.developer.nvidia.com/startup-uses-ai-to-identify-crop-diseases-with-superb-accuracy,no_client,"B2C-приложение стартапа для фермеров; конкретного клиента-агрохолдинга нет"
cand-033,неизвестно,AKVA group,https://fishfocus.co.uk/how-ai-cameras-are-transforming-deepwater-farming/,source_unavailable,"Страница отдала защитную заглушку антибот-системы ('please wait while verified'), текст не извлечён"
cand-034,Hendrix Genetics,Ace Aquatec,https://www.globalseafood.org/advocate/project-uses-ai-powered-cameras-to-improve-fish-growth-tracking-and-feeding-strategies/,no_result,"Качественное описание системы A-BIOMASS для селекционной программы, количественных результатов не приведено"
cand-037,Tyson Foods,неизвестно (in-house),https://thefeed.blog/2023/11/14/future-of-food-ai-artificial-intelligence-food-industry/,no_result,"Иная инициатива Tyson (автоматизация маркировки, geo-fencing) без количественных результатов; отделена от включённого кейса по подсчёту лотков во избежание смешения проектов"
cand-038,неизвестно (агрегатор ритейла),AWS / Ganit,https://aws.amazon.com/blogs/machine-learning/reduce-food-waste-to-improve-sustainability-and-financial-results-in-retail/,out_of_scope,"Розничная торговля свежими продуктами (грocery retail), а не сельхозпроизводство или пищепереработка"
cand-039,неизвестно,Danone,https://milknews.ru/kompanii-molochnoy-promishlennosti/kompanii-molochnoy-promishlennosti_5.html,no_implementation,"Общий обзор молочного рынка, конкретного AI-внедрения и результата Danone Россия не найдено"
cand-040,неизвестно,неизвестно,https://vk.ru/@sterbrust-sistemy-komputernogo-zreniya-dlya-kontrolya-kachestva-produk,no_client,"Общая статья о компьютерном зрении в промышленности без конкретного клиента в АПК/пищепроме"
cand-041,ЭкоНива,неизвестно,https://www.tadviser.ru/index.php/%D0%A1%D1%82%D0%B0%D1%82%D1%8C%D1%8F:%D0%A6%D0%B8%D1%84%D1%80%D0%BE%D0%B2%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F_%D0%B6%D0%B8%D0%B2%D0%BE%D1%82%D0%BD%D0%BE%D0%B2%D0%BE%D0%B4%D1%81%D1%82%D0%B2%D0%B0_%D0%B2_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8,unverifiable,"Сведения об Eko.Feed получены только из сводки поисковой выдачи; страница отдельно не открывалась через WebFetch для проверки текста"
ca-ag-cermaq-reeldata-01,Cermaq Canada,ReelData,https://www.fishfarmingexpert.com/ai-canada-cermaq/implementing-ai-technology-on-two-cermaq-sites/1815467,no_result,"Исключён при финальном отборе: Grade C без единой количественной метрики, единственный источник, sales relevance 2. Лимит Grade C (максимум 30 по п.17 ТЗ) был превышен, поэтому из 34 отобраны 30 наиболее содержательных."
