url,publisher,source_type,accessed,status,used_for
https://jpt.spe.org/equinor-says-ai-saved-it-130m-in-2025,JPT / Society of Petroleum Engineers,media,2026-08-27,ok,"no-mn-equinor-predictive-maintenance-01, no-mn-equinor-seismic-ai-02"
https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/freeport-mcmoran-turns-data-into-value,McKinsey,analyst,2026-08-27,error,"HTTP 503, кейс Freeport-McMoRan flotation не подтверждён (попытка 1 из 2)"
https://bestpractice.ai/ai-use-cases/case-studies/manufacturing-industrials/bhp-saves-5-5m-by-predicting-mining-truck-maintenance-requirements-with-machine-learning,Best Practice AI,analyst,2026-08-27,ok,au-mn-bhp-truck-maintenance-01
https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/freeport-mcmoran-turns-data-into-value,McKinsey,analyst,2026-08-27,error,"HTTP 503, кейс Freeport-McMoRan flotation не подтверждён (попытка 2 из 2)"
https://www.businesswire.com/news/home/20210914006181/en/,BusinessWire,media,2026-08-27,ok,"открыт, но оказался анонсом MOU Rio Tinto/Caterpillar, а не кейсом работающей системы - отклонён (announcement_only)"
https://www.slb.com/resource-library/case-study-with-navigation/di/eni-using-digital-ai-and-automation-to-drill-beyond-limits,SLB,vendor,2026-08-27,partial,"вернул только навигацию сайта, текст кейса Eni не получен"
https://www.riotinto.com/en/news/stories/autonomous-trucks-safety,Rio Tinto,client,2026-08-27,error,"404, страница не существует по данному URL"
https://c3.ai/customers/shell/,C3.ai,vendor,2026-08-27,ok,uk-mn-shell-c3ai-maintenance-01
https://up-pro.ru/library/information_systems/automation_production/kak-ii-sledit-za-narusheniyami/,Up-pro.ru,media,2026-08-27,ok,ru-mn-nornickel-kgmk-cv-01
https://www.comnews.ru/digital-economy/content/202357/2019-10-15/2019-w42/vist-grupp-vnedrit-avtomatizirovannuyu-sistemu-dispetcherizacii-taldinskom-mestorozhdeniya,ComNews,media,2026-08-27,ok,ru-mn-vistgroup-dispatch-01
https://www.mckinsey.com/industries/metals-and-mining/how-we-help-clients/inside-a-mining-companys-ai-transformation,McKinsey,analyst,2026-08-27,error,"HTTP 503, альтернативная попытка подтвердить кейс Freeport-McMoRan"
https://www.bakerhughes.com/bhc3/case-study/enterprise-ai-inventory-optimization,Baker Hughes / BHC3,vendor,2026-08-27,ok,us-mn-bakerhughes-inventory-01
https://www.comnews.ru/content/246307/2026-07-09/2026-w28/1009/gazprom-neft-razrabatyvaet-ii-pomoschnika-dlya-upravleniya-dobychey,ComNews,media,2026-08-27,ok,ru-mn-gazpromneft-ai-assistant-02
https://dprom.online/mining/byespeelotniye-samosvali-ee-eeskusstvyenniyi-eentyellyekt-v-rosseeyiskeeh-shahtah/,Dprom.online,media,2026-08-27,error,"пустое содержимое страницы, кейс СУЭК беспилотные самосвалы не подтверждён"
https://www.e-mj.com/departments/processing-solutions/agile-approach-to-process-optimization-pays-off-for-copper-producer/,E&MJ,media,2026-08-27,blocked,"HTTP 403, альтернативная попытка подтвердить кейс Freeport-McMoRan flotation"
https://www.researchgate.net/publication/369378628_Rio_Tinto_Autonomous_Haulage_System,ResearchGate,academic,2026-08-27,blocked,"HTTP 403, альтернативная попытка подтвердить кейс Rio Tinto AHS"
https://nornickel.digital/cifra_v_nornikele/nornikel_nachal_ispolzovat_sistemu_videokontrolya_sredstv_individualnojj_zashhity,Nornickel.digital,client,2026-08-27,ok,ru-mn-nornickel-ppe-cv-02
https://www.comnews.ru/content/238217/2025-03-12/2025-w11/1018/polyus-pereosmyslivaet-buduschee-zolotodobychi-kak-iskusstvennyy-intellekt-cifrovizaciya-i-importozameschenie-menyayut-odnu-konservativnykh-otrasley-rossii,ComNews,media,2026-08-27,ok,"попытка проверить кейс Полюс - недостаточно деталей, отклонён (no_result)"
