candidate_id,client,vendor,url,short_description,assumed_industry,assumed_process,decision,reason
au-mn-bhp-truck-maintenance-01,BHP,in-house (Maintenance Centre of Excellence),https://bestpractice.ai/ai-use-cases/case-studies/manufacturing-industrials/bhp-saves-5-5m-by-predicting-mining-truck-maintenance-requirements-with-machine-learning,ML для предиктивного обслуживания самосвалов на руднике Yandi,mining,predictive-maintenance,included,"Очень сильные цифры ($5.5M, 10%->85% точность)"
uk-mn-shell-c3ai-maintenance-01,Shell,C3.ai,https://c3.ai/customers/shell/,Масштабирование предиктивного обслуживания на 10000 активов,oil-extraction,predictive-maintenance,included,"Масштаб 10000 активов, конкретные метрики СПГ-объекта"
us-mn-bakerhughes-inventory-01,Baker Hughes,C3.ai (BakerHughesC3),https://www.bakerhughes.com/bhc3/case-study/enterprise-ai-inventory-optimization,ИИ-оптимизация запасов запчастей,oilfield-services,inventory,included,"Внутренний проект, но с деталями и метрикой"
ru-mn-rusal-electrolysis-01,Русал,in-house,https://www.tadviser.ru/index.php/%D0%9F%D1%80%D0%BE%D0%B5%D0%BA%D1%82:%D0%A0%D1%83%D1%81%D0%B0%D0%BB_(%D0%98%D1%81%D0%BA%D1%83%D1%81%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9_%D0%B8%D0%BD%D1%82%D0%B5%D0%BB%D0%BB%D0%B5%D0%BA%D1%82_(%D0%98%D0%98,_Artificial_intelligence,_AI)),Нейросеть для управления электролизом на Тайшетском заводе,mining,unknown,rejected,source_unavailable
ru-mn-rusal-acoustic-01,Русал,in-house Инженерно-технологический центр,,"""Машинное ухо"" - акустический мониторинг мельниц на Краснотурьинском заводе",mining,predictive-maintenance,rejected,source_unavailable
ru-mn-metalloinvest-digital-01,Металлоинвест,unknown,https://www.tadviser.ru/index.php/%D0%9A%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D1%8F:%D0%9C%D0%B5%D1%82%D0%B0%D0%BB%D0%BB%D0%BE%D0%B8%D0%BD%D0%B2%D0%B5%D1%81%D1%82_%D0%A3%D0%9A?ptype=itpasp,Цифровая трансформация с эффектом 1.7 млрд руб,mining,optimization,rejected,unverifiable
ru-mn-polyus-gold-content-01,Полюс,unknown,https://www.comnews.ru/content/238217/2025-03-12/2025-w11/1018/polyus-pereosmyslivaet-buduschee-zolotodobychi-kak-iskusstvennyy-intellekt-cifrovizaciya-i-importozameschenie-menyayut-odnu-konservativnykh-otrasley-rossii,Прогноз содержания золота в руде генеративными моделями,mining,forecasting,rejected,no_result
ru-mn-suek-autonomous-trucks-01,СУЭК,unknown,https://dprom.online/mining/byespeelotniye-samosvali-ee-eeskusstvyenniyi-eentyellyekt-v-rosseeyiskeeh-shahtah/,Беспилотные самосвалы на угольных разрезах СУЭК (около 10 машин),mining,field-operations,rejected,source_unavailable
ru-mn-suek-project-lad-01,СУЭК,Project Lad,https://www.comnews.ru/digital-economy/content/234631/2024-08-06/2024-w32/1012/suek-razvivaet-upravlenie-stroitelstvom-pomoschyu-cifrovoy-modeli-baze-ii,Цифровая модель управления строительством на базе ИИ,mining,optimization,rejected,out_of_scope
au-mn-riotinto-ahs-01,Rio Tinto,in-house,https://gmggroup.org/wp-content/uploads/2023/12/2021-01-11-Rio-Tintos-Experience-with-Automation-and-People.pdf,Автономная система откатки (AHS) - 220+ самосвалов в Пилбаре,mining,field-operations,rejected,source_unavailable
au-mn-riotinto-caterpillar-zeroemission-01,Rio Tinto,Caterpillar,https://www.businesswire.com/news/home/20210914006181/en/,MOU по разработке безэмиссионных автономных самосвалов,mining,field-operations,rejected,announcement_only
us-mn-freeport-flotation-01,Freeport-McMoRan,unknown (McKinsey-описанный проект),https://www.mckinsey.com/capabilities/mckinsey-digital/our-insights/freeport-mcmoran-turns-data-into-value,ИИ-оптимизация флотации на медном руднике Bagdad,mining,optimization,rejected,source_unavailable
it-og-slb-eni-drilling-01,Eni,SLB,https://www.slb.com/resource-library/case-study-with-navigation/di/eni-using-digital-ai-and-automation-to-drill-beyond-limits,ИИ/автоматизация бурения для Eni,oil-extraction,optimization,rejected,source_unavailable
us-og-bakerhughes-reliability-01,unnamed oil and gas company,BakerHughesC3,https://www.bakerhughes.com/bhc3,BHC3 Reliability - детекция аномалий (88%, $40M value),oilfield-services,predictive-maintenance,rejected,unverifiable
ru-mn-nornickel-conveyor-cv-01,Норникель,unknown,https://exkavator.ru/mining/news/inf_news/145316_mashinnoe_zrenie_zashchitit_konveyernoe_oborudovanie_nornikelya.html,Машинное зрение для защиты конвейеров от посторонних предметов,mining,cv-inspection,rejected,source_unavailable
