candidate_id,client,vendor,url,reason_code,reason
c23,СИБУР,Яндекс Маршрутизация,https://yandex.ru/routing/articles/sibur/,out_of_scope,"СИБУР - нефтехимическая компания (industry=manufacturing/chemicals); использование Яндекс Маршрутизации для трекинга собственных перевозок не делает клиента компанией отрасли logistics-transport"
c24,Askona,Яндекс Маршрутизация,https://yandex.ru/routing/articles/askona/,out_of_scope,"Askona - мебельный ритейл; кейс о маршрутизации доставки мебели относится к отрасли retail, а не logistics-transport"
c25,Айсберри,Яндекс Маршрутизация,https://yandex.ru/routing/articles/iceberry/,out_of_scope,"Айсберри - производитель мороженого (food-processing); клиент не относится к отрасли logistics-transport"
c26,"Аптечная сеть ""Апрель""",Яндекс Маршрутизация,https://yandex.ru/routing/articles/apteka-aprel/,out_of_scope,"Аптечная сеть - клиент отрасли pharmacy-retail, а не logistics-transport"
c28,DHL Supply Chain,Mobility Infotech Logistics,https://www.mobilityinfotechlogistics.com/case-study/dhl-supply-chain-route-optimization,unverifiable,"Кейс опубликован небольшим нишевым TMS-вендором (Индия/Тайвань/США/Италия) с типовой структурой маркетингового кейс-стади и обобщённой цитатой клиента; независимого подтверждения того, что DHL Supply Chain действительно работает с этим вендором, не найдено"
c29,DHL,разные агрегаторы,https://www.hylios.com/intelligence/dhl-deploys-ai-to-transform-last-mile-delivery-operations,unverifiable,"При открытии страницы выяснилось, что цифра 15-20% сокращения издержек - это гипотетический сценарий (\"Simulation Suggestion: What if...\"), а не заявленный DHL результат; страница digitaldefynd.com также оказалась общим маркетинговым обзором без company-specific цифр"
c30,DHL,researchgate,https://www.researchgate.net/publication/385039143_Application_of_Artificial_intelligence_in_Logistics_40_DHL_case_study_analysis,source_unavailable,"HTTP 403 как через WebFetch, так и через fetch-page.mjs (JS-челлендж Cloudflare) - содержимое статьи недоступно"
c31,Maersk,разные агрегаторы,https://www.tandfonline.com/doi/full/10.1080/15228053.2023.2300921,source_unavailable,"Академическая статья Taylor & Francis о цифровой трансформации Maersk недоступна (403, JS-челлендж) через WebFetch и fetch-page.mjs; цифры про предиктивное ТО судов и $300 млн экономии из контент-агрегаторов (debales.ai, reruption.com) не подтверждены первичным источником"
c32,Maersk Tankers,DevsData LLC,https://devsdata.com/case-studies/ai-data-science-maersk-tankers-maritime-logistics/,no_result,"Вендорский кейс прямо заявляет: \"outcomes and technical details remain proprietary\" / \"results remain under NDA\" - конкретного результата R не раскрыто, только описание процесса 6-месячного проекта"
c33,Deutsche Bahn,Siemens,https://press.siemens.com/global/en/pressrelease/deutsche-bahn-and-siemens-launch-pilot-project-predictive-maintenance,no_result,"Официальный пресс-релиз Siemens/DB 2016 года описывает только план 12-месячного пилота предиктивного ТО поездов Velaro D, без каких-либо количественных результатов"
c34,Deutsche Bahn,KONUX,https://www.bestpractice.ai/ai-case-study-best-practice/deutsche_bahn_reduces_maintenance_cost_by_25%25_and_delay-causing_failures_using_machine_learning,unverifiable,"При открытии страницы библиотеки Best Practice AI кейс Deutsche Bahn не отображается среди видимых кейсов - заявленная цифра -25% затрат на ТО не подтверждена открытым содержимым страницы"
c41,JD Logistics,unknown,https://www.researchgate.net/publication/358319689_JDcom_Operations_Research_Algorithms_Drive_Intelligent_Warehouse_Robots_to_Work,unverifiable,"Страница не открывалась в этой сессии (только сниппет поиска, не WebFetch/fetch-page.mjs) - цифры 6,5% fulfillment expense ratio, 3600 items/час и т.п. не подтверждены и не использованы"
c42,Cainiao (Alibaba),unknown,,unverifiable,"Информация о смарт-складах Cainiao встретилась только в сниппете поиска по другому запросу (JD Logistics); отдельный открываемый источник по Cainiao в рамках бюджета сессии не найден"
ru-lg-rzd-digital-station-01,РЖД (ОАО «Российские железные дороги»),,https://www.comnews.ru/digital-economy/content/247002/2026-08-21/2026-w34/1012/ii-vykhodit-puti-rzhd-tirazhiruet-cifrovuyu-model-stanciy-vsey-seti,no_result,"Исключён при финальном отборе: Grade C без единой количественной метрики, единственный источник, sales relevance 2. Лимит Grade C (максимум 30 по п.17 ТЗ) был превышен, поэтому из 34 отобраны 30 наиболее содержательных."
ru-lg-mosgortrans-antison-01,ГУП «Мосгортранс»,"КСОР; Октоинформ Рус","https://www.tadviser.ru/index.php/Компания:Мосгортранс,_ГУП",no_result,"Исключён при финальном отборе: Grade C без единой количественной метрики, единственный источник, sales relevance 2. Лимит Grade C (максимум 30 по п.17 ТЗ) был превышен, поэтому из 34 отобраны 30 наиболее содержательных."
