candidate_id,client,vendor,url,short_description,assumed_industry,assumed_process,decision,reason
c12,S7 Airlines,Датадванс,https://www.tadviser.ru/index.php/Проект:S7_Airlines_Сибирь_Авиакомпания_(Predictive_Analytics_),Предиктивное ТО самолетов,logistics-transport,predictive-maintenance,included,Grade B - included as ru-lg-s7-datadvance-pm-01
c13,S7 Airlines,in-house,https://cio.osp.ru/news/200319-S7-Airlines-vnedrila-rekomendatelnuyu-sistemu-na-osnove-mashinnogo-obucheniya,Рекомендательная система для направлений полетов,logistics-transport,recommendations-search,rejected,"out_of_scope - коммерческий/маркетинговый кейс; не логистический процесс; дублирует клиента c12"
c14,РЖД,in-house,https://www.comnews.ru/digital-economy/content/247002/2026-08-21/2026-w34/1012/ii-vykhodit-puti-rzhd-tirazhiruet-cifrovuyu-model-stanciy-vsey-seti,Цифровая модель станции с ИИ (пилот),logistics-transport,predictive-maintenance,included,Grade C - included as ru-lg-rzd-digital-station-01
c15,РЖД,unknown,https://www.tadviser.ru/index.php/%D0%9D%D0%BE%D0%B2%D0%BE%D1%81%D1%82%D0%B8:%D0%98%D1%81%D0%BA%D1%83%D1%81%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9_%D0%B8%D0%BD%D1%82%D0%B5%D0%BB%D0%BB%D0%B5%D0%BA%D1%82_%D0%BC%D0%BE%D0%B6%D0%B5%D1%82_%D0%BF%D1%80%D0%B8%D0%BD%D0%B5%D1%81%D1%82%D0%B8_%D0%B6%D0%B5%D0%BB%D0%B5%D0%B7%D0%BD%D0%BE%D0%B4%D0%BE%D1%80%D0%BE%D0%B6%D0%BD%D1%8B%D0%BC_%D0%BA%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D1%8F%D0%BC_%D0%BC%D0%B8%D0%BB%D0%BB%D0%B8%D0%B0%D1%80%D0%B4%D1%8B_%D0%B4%D0%BE%D0%BB%D0%BB%D0%B0%D1%80%D0%BE%D0%B2_%D0%B2_%D0%B3%D0%BE%D0%B4,Отраслевой обзор потенциала ИИ на ЖД (McKinsey/UIC),logistics-transport,predictive-maintenance,rejected,no_client - обзорная аналитика без конкретного внедрения
c16,Аэрофлот,in-house,https://www.tadviser.ru/index.php/%D0%A1%D1%82%D0%B0%D1%82%D1%8C%D1%8F:%D0%98%D0%BD%D1%84%D0%BE%D1%80%D0%BC%D0%B0%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B5_%D1%82%D0%B5%D1%85%D0%BD%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D0%B8_%D0%B2_%D0%90%D1%8D%D1%80%D0%BE%D1%84%D0%BB%D0%BE%D1%82%D0%B5,ИИ-стратегия до 2030 (40+ инициатив) и пилот чат-бота,logistics-transport,customer-support,rejected,"announcement_only - стратегия и планы; конкретных внедренных результатов не найдено"
c17,Деловые Линии,unknown,,Поиск не дал конкретного AI-кейса компании,logistics-transport,unknown,rejected,no_implementation
c18,ПЭК,Roxot/Ingate,https://www.sostav.ru/publication/ingate-i-pek-targeting-s-pomoshchyu-ii-ot-roxot-uvelichil-post-view-konversiyu-v-2-2-raza-62565.html,ChatGPT-таргетинг для рекламы ПЭК,logistics-transport,marketing,rejected,"out_of_scope - рекламный/маркетинговый кейс; не логистический процесс"
c19,FESCO,in-house/Softline,https://ar2024.fesco.ru/strategic-report/digitalisation,Цифровизация порта ВМТП (согласование заявок 36ч->3ч),logistics-transport,optimization,rejected,"not_ai - описана цифровизация/автоматизация документооборота без явного упоминания ИИ/ML в данном процессе"
c20,FESCO,собственная разработка,https://eawards.1c.ru/projects/demo/308162.html,FMS - система управления перевозками на 1С,logistics-transport,scheduling-dispatching,rejected,"not_ai - ERP/микросервисная платформа на 1С; явных признаков ИИ не обнаружено"
c21,Global Ports/НМТП,unknown,https://www.tadviser.ru/index.php/%D0%9A%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D1%8F:%D0%93%D0%BB%D0%BE%D0%B1%D0%B0%D0%BB_%D0%9F%D0%BE%D1%80%D1%82%D1%81_(Global_Ports),Общая информация о компании,logistics-transport,unknown,rejected,"no_implementation - конкретного ИИ-кейса не найдено"
c22,Монополия,unknown,https://www.comnews.ru/content/243800/2026-02-16/2026-w08/1013/buduschee-rossiyskogo-rynka-tms-avtomatizacii-k-intellektualnoy-logistike,Обзор рынка TMS без конкретного кейса компании,logistics-transport,unknown,rejected,"no_implementation - отраслевой обзор рынка; не кейс конкретной компании"
c23,СИБУР,Яндекс Маршрутизация,https://yandex.ru/routing/articles/sibur/,Трекинг грузоперевозок 98% автомобилей подключено,logistics-transport,scheduling-dispatching,rejected,"out_of_scope - клиент относится к отрасли manufacturing/chemicals; не к logistics-transport"
c24,Askona,Яндекс Маршрутизация,https://yandex.ru/routing/articles/askona/,Маршрутизация доставки мебели,logistics-transport,scheduling-dispatching,rejected,"out_of_scope - клиент относится к отрасли retail (мебель); не к logistics-transport"
c25,Айсберри,Яндекс Маршрутизация,https://yandex.ru/routing/articles/iceberry/,Маршрутизация доставки мороженого (-10% пробег),logistics-transport,scheduling-dispatching,rejected,"out_of_scope - клиент относится к пищевому производству; не к logistics-transport"
c26,"Аптечная сеть ""Апрель""",Яндекс Маршрутизация,https://yandex.ru/routing/articles/apteka-aprel/,Маршрутизация доставки медикаментов,logistics-transport,scheduling-dispatching,rejected,"out_of_scope - клиент относится к аптечному ритейлу; не к logistics-transport"
c27,Яндекс Маркет,Яндекс (in-house),https://yandex.ru/routing/articles/yandex-market/,Собственная доставка - точность 95%,logistics-transport,scheduling-dispatching,included,"included as ru-lg-yandex-market-delivery-01 (см. c11)"
c28,DHL Supply Chain,Mobility Infotech Logistics,https://www.mobilityinfotechlogistics.com/case-study/dhl-supply-chain-route-optimization,Маршрутная оптимизация -28% дистанции,logistics-transport,scheduling-dispatching,rejected,"unverifiable - кейс мелкого нишевого TMS-вендора с типовым маркетинговым шаблоном; подлинность партнерства с DHL не подтверждена независимо"
c29,DHL,разные агрегаторы (hylios.com/digitaldefynd.com/pumpedu.cz),https://www.hylios.com/intelligence/dhl-deploys-ai-to-transform-last-mile-delivery-operations,ИИ в логистике DHL - общее описание,logistics-transport,optimization,rejected,"unverifiable - при открытии страницы цифра 15-20% оказалась гипотетическим сценарием (What if); не фактическим результатом"
c30,DHL,researchgate (академическая статья),https://www.researchgate.net/publication/385039143_Application_of_Artificial_intelligence_in_Logistics_40_DHL_case_study_analysis,Академический разбор применения ИИ в DHL,logistics-transport,optimization,rejected,"source_unavailable - доступ заблокирован (HTTP 403 / paywall); подтвердить нельзя"
c31,Maersk (линия),разные агрегаторы,https://debales.ai/blog/maersk-ai-logistics-cost-savings-lessons,Предиктивное ТО судов - экономия $300 млн,logistics-transport,predictive-maintenance,rejected,"unverifiable - контент-агрегатор без первичного источника; академическая статья tandfonline недоступна (403)"
c32,Maersk Tankers,DevsData LLC,https://devsdata.com/case-studies/ai-data-science-maersk-tankers-maritime-logistics/,6-месячный AI/data science проект с DevsData,logistics-transport,optimization,rejected,"no_result - результаты явно под NDA (outcomes and technical details remain proprietary)"
c33,Deutsche Bahn,Siemens,https://press.siemens.com/global/en/pressrelease/deutsche-bahn-and-siemens-launch-pilot-project-predictive-maintenance,Пилот предиктивного ТО поездов Velaro D,logistics-transport,predictive-maintenance,rejected,"no_result - пресс-релиз 2016 года без количественных результатов; только план пилота"
c34,Deutsche Bahn,KONUX (по данным bestpractice.ai),https://www.bestpractice.ai/ai-case-study-best-practice/deutsche_bahn_reduces_maintenance_cost_by_25%25_and_delay-causing_failures_using_machine_learning,Снижение затрат на ТО на 25% (неподтвержденная цифра),logistics-transport,predictive-maintenance,rejected,"unverifiable - при открытии страницы кейс Deutsche Bahn не найден в текущем содержимом библиотеки"
c35,UPS,in-house (ORION),https://www.bsr.org/en/case-studies/center-for-technology-and-sustainability-orion-technology-ups,ORION - маршрутизация с ИИ,logistics-transport,scheduling-dispatching,included,Grade A - included as us-lg-ups-orion-01
c36,UPS,in-house (ORION),https://www.supplychaindive.com/news/ups-orion-route-planning-analytics-data-logistics/601673/,Dynamic ORION - доп. экономия 2-4 мили,logistics-transport,scheduling-dispatching,included,duplicate source merged into us-lg-ups-orion-01
c37,Amazon,Amazon Robotics (in-house),https://www.aboutamazon.com/news/operations/amazon-robotics-robots-fulfillment-center,Sequoia - роботизация склада,logistics-transport,optimization,included,Grade A - included as us-lg-amazon-sequoia-01
c38,Amazon,Amazon Robotics (in-house),https://www.engadget.com/amazon-says-its-new-ai-powered-robots-reduce-fulfilment-time-by-25-percent-122517342.html,Sequoia +25% скорость обработки заказов,logistics-transport,optimization,included,duplicate source merged into us-lg-amazon-sequoia-01
c39,JD Logistics,Spirit AI/LangzuTech,https://www.aicerts.ai/news/jd-com-scales-ai-warehouse-robots-to-transform-global-logistics/,Сеть складов LangzuTech Goods-to-Person,logistics-transport,optimization,included,Grade C - included as cn-lg-jd-langzutech-01
c40,JD Logistics,unknown (academic),https://aemps.ewapub.com/article/view/15837,Академическая статья - кейс JD Logistics,logistics-transport,optimization,duplicate,"corroborating source for cn-lg-jd-langzutech-01; конкретных цифр не содержит"
c41,JD Logistics,unknown (academic/researchgate),https://www.researchgate.net/publication/358319689_JDcom_Operations_Research_Algorithms_Drive_Intelligent_Warehouse_Robots_to_Work,Заявленные цифры 6.5% fulfillment expense ratio,logistics-transport,optimization,rejected,"unverifiable - страница не открывалась в этой сессии (только сниппет поиска); цифры не подтверждены"
c42,Cainiao (Alibaba),unknown,,Умные склады Cainiao - только упоминание в сниппете поиска,logistics-transport,warehousing,rejected,"unverifiable - не найден отдельный открываемый источник в рамках бюджета сессии"
