candidate_id,client,vendor,url,short_description,assumed_industry,assumed_process,decision,reason
rt-011,Wildberries,собственная LLM (BerryLM),https://www.ixbt.com/news/2026/08/21/429485-v-wildberries-prokacali-ii-tovary-teper-sravnivaiutsia-po-otzyvam-i-realnym-scenariiam.html,Обновлённый сервис «Умное сравнение» на модели BerryLM,retail-ecommerce/marketplaces,recommendations-search,duplicate,Часть единого кейса генеративного ИИ Wildberries (см. rt-010)
rt-012,Wildberries,собственная LLM,https://vc.ru/id6006806/2977263-neyroseti-na-wildberries,Кейс производителя постельного белья из Иваново (доставка завтра 22%->61%),retail-ecommerce/marketplaces,recommendations-search,duplicate,Часть единого кейса генеративного ИИ Wildberries (см. rt-010); источник использован как источник метрики
rt-013,Ozon,разные (сторонние сервисы),https://seller.ozon.ru/media/boost/7-nejrosetej-dlya-prodavcov-na-marketplejsah/,Нейросети для генерации карточек товара продавцами Ozon,retail-ecommerce/marketplaces,marketing,rejected,grade_d_marketing — обзор сторонних инструментов без единого клиентского кейса
rt-014,Ozon,личный проект автора,https://vc.ru/id5255038/2740640-avtomatizatsiya-otvetov-na-otzyvy-dlya-ozon-s-pomoshchyu-ai-assistenta,Личный ИИ-ассистент для ответов на отзывы одного продавца Ozon,retail-ecommerce/marketplaces,customer-support,rejected,"out_of_scope — история одного продавца, не корпоративный кейс площадки"
rt-015,Яндекс Маркет,собственная разработка (YandexGPT 5 Pro),https://adindex.ru/news/digital/2025/04/30/333241.phtml,Чат-ассистент «Маркет AI» для подбора и сравнения товаров,retail-ecommerce/marketplaces,recommendations-search,rejected,"announcement_only — анонс запуска, измеримых результатов не найдено"
rt-016,Avito,собственная разработка,https://www.tadviser.ru/index.php/Продукт:Avito_Ranker,Avito Ranker 3 — переработка алгоритма ранжирования поиска,retail-ecommerce/marketplaces,recommendations-search,included,"Конкретные измеримые цифры (2x, +17%, до 25%)"
rt-017,Avito,собственная разработка,pikabu/techora (не открылись),Модель A-Vibe — 1 место в бенчмарке MERA,retail-ecommerce/marketplaces,research-development,rejected,"not_ai — анонс модели/бенчмарка, не внедрение с клиентским результатом"
rt-018,ВкусВилл,не назван,https://sidorinlab.ru/blog/vkusvill-iskusstvennyij-intellekt-v-klientskom-servise,ИИ в клиентском сервисе (более 70 проектов),retail-ecommerce/grocery-retail,customer-support,rejected,"no_result — качественные формулировки без измеримых цифр, материал award-агентства"
rt-019,Ригла,Navicon,https://navicons.com/case/rigla/,Аналитическая платформа для выбора локаций новых аптек,retail-ecommerce/pharmacy-retail,forecasting,rejected,no_result — нет измеримого результата («100% прозрачность данных» не метрика эффекта)
rt-020,"Аптечная сеть 36,6",FlexMind tech,"https://zdrav.expert/index.php/Проект:Аптеки_36,6_(Искусственный_интеллект_(ИИ,_Artificial_intelligence,_AI))",AI-агент для генерации кратких описаний товаров в интернет-аптеке,retail-ecommerce/pharmacy-retail,marketing,included,"Named client и вендор, стадия production, но без измеримых цифр (эффект projected)"
rt-021,Детский мир,Б1 (B1 Pricing),https://www.comnews.ru/digital-economy/content/232779/2024-04-18/2024-w16/1012/detskiy-mir-perekhodit-sistemu-upravleniya-rasprodazhami-baze-ii,Платформа B1 Pricing для управления распродажами,retail-ecommerce/specialty-retail,pricing,included,"Пилот с контрольной группой, рост маржи +4.6 п.п."
rt-022,Детский мир,не назван,ComNews (2023),ИИ-таргетинг в рекламном инвентаре маркетплейса Детский мир,retail-ecommerce/specialty-retail,marketing,rejected,duplicate — пересекается с темой rt-021 по клиенту; отдельная страница не открывалась для проверки цифр
rt-023,Fix Price,Smart Retail Tech,https://habr.com/ru/companies/fix_price/news/933730/,Генеративная видеоаналитика торгового зала на весь масштаб сети,retail-ecommerce/specialty-retail,cv-inspection,included,"Клиентский источник + независимое СМИ, нарушения -2x"
rt-024,BIT / NtechLab,NtechLab,https://bit-tech.io/blog/ntechlab-rossiyskiy-ii-servis-bit-zashchitil-magaziny-ot-krazh-na-2-mlrd-rubley/,Антикражевая видеоаналитика BIT в 10000+ магазинах РФ,retail-ecommerce/specialty-retail,security,included,"Крупная цифра эффекта (2.2 млрд руб.), клиенты не названы поимённо"
rt-025,BIT / NtechLab,NtechLab,https://tass.ru/ekonomika/25128137,ТАСС о том же результате BIT/NtechLab,retail-ecommerce/specialty-retail,security,duplicate,"Тот же кейс, что и rt-024; страница не открылась (403), не использована как источник"
rt-026,М.Видео-Эльдорадо,собственная разработка,https://www.retail.ru/cases/videoanalitika-m-video-eldorado-30-000-kamer-odin-kompyuter-i-neyroset/,Собственная видеоаналитика на 30000 камер (YOLO),retail-ecommerce/specialty-retail,cv-inspection,included,Пилот с измеримым снижением алертов 25->5 в день
rt-027,М.Видео-Эльдорадо,AutoFAQ,https://retail-loyalty.org/news/m-video-eldorado-zapustila-neyroset-dlya-avtomatizatsii-kommunikatsii-sotrudnikov/,Чат-бот AutoFAQ для 28000 сотрудников,retail-ecommerce/specialty-retail,operations-copilot,included,"Детальные измеримые метрики (50% авто, 2.5 мин, x4 экономия)"
rt-028,М.Видео-Эльдорадо,собственная разработка,https://www.forbes.ru/newsroom/tehnologii/436107-mvideo-eldorado-vnedrila-neyroset-dlya-otvetov-na-voprosy-pokupateley,Голосовой ассистент «Алёна» для покупателей,retail-ecommerce/specialty-retail,customer-support,rejected,source_unavailable — страница отдавала только закодированное изображение без текста при WebFetch и fetch-page.mjs
rt-029,М.Видео-Эльдорадо,не назван,https://www.retail.ru/cases/m-video-eldorado-kak-zarabotat-trillion-na-oneretail/,Платформа OneRetail (омниканальность),retail-ecommerce/specialty-retail,sales,rejected,unverifiable — страница не открывалась через WebFetch в этой сессии
rt-030,Спортмастер,-,https://www.retail.ru/interviews/maksim-permyakov-sportmaster-ii-otlichnyy-pomoshchnik-no-prinyatie-otvetstvennykh-resheniy-ostaetsya/,Интервью о подходе к ИИ-пилотам в Спортмастере,retail-ecommerce/specialty-retail,optimization,rejected,"no_implementation — общие рассуждения о процессе пилотирования, без конкретного внедрения и результата"
rt-031,Fix Price,не назван,https://www.tadviser.ru/index.php/Проект:Fix_Price_(Бэст_Прайс)_(Видеоаналитика_(проекты)),Расширение функционала видеоаналитики Fix Price (ноябрь 2024),retail-ecommerce/specialty-retail,cv-inspection,duplicate,"Более ранняя стадия того же проекта, что и rt-023"
rt-032,Золотое яблоко,YandexART,adindex.ru (не открывалась),Персонализированные обложки подарочных карт на YandexART,retail-ecommerce/specialty-retail,marketing,rejected,unverifiable — страница не открывалась через WebFetch в этой сессии
rt-033,Золотое яблоко,-,selsup.ru (не открывалась),ИИ-бот «Зоя» для персонализированного клиентского сервиса,retail-ecommerce/specialty-retail,customer-support,rejected,unverifiable — страница не открывалась через WebFetch в этой сессии
rt-034,Ашан,не назван,поисковый сниппет (не открывалась),ML-модель динамического ценообразования на категорию «пресса»,retail-ecommerce/grocery-retail,pricing,rejected,"unverifiable — только сниппет поиска, страница не открывалась"
rt-035,О'КЕЙ,не назван,поисковый сниппет (не открывалась),Анализ использования полочного пространства (30% утилизации),retail-ecommerce/grocery-retail,cv-inspection,rejected,"unverifiable — только сниппет поиска, страница не открывалась"
rt-036,Instacart,собственная разработка,https://company.instacart.com/tech-innovation/building-the-intent-engine-how-instacart-is-revamping-query-understanding-with-llms,LLM-движок понимания поисковых запросов (Intent Engine),retail-ecommerce/marketplaces,recommendations-search,included,"Первичный источник, продакшн, детальные метрики"
rt-037,Zalando,собственная разработка,https://engineering.zalando.com/posts/2024/12/gnn-recommendations-zalando.html,Графовые нейросети (GraphSage) для рекомендаций на главной странице,retail-ecommerce/fashion-retail,recommendations-search,included,"Честный R&D-кейс, небольшой измеримый эффект (+0.6 п.п. ROC-AUC)"
rt-038,BigGo,AWS/Anthropic,https://aws.amazon.com/solutions/case-studies/biggo/,Генеративный ИИ для описаний товаров и новостей на Amazon Bedrock,retail-ecommerce/marketplaces,marketing,included,"Официальный кейс AWS, детальные метрики"
rt-039,Best Buy,Google Cloud,https://cloud.google.com/customers/bestbuy,Gift Finder — ИИ-подбор подарков на Gemini Enterprise,retail-ecommerce/specialty-retail,recommendations-search,included,"Named client, но страница получена частично, метрик нет"
rt-040,Tapestry (Coach/Kate Spade),AWS Professional Services,https://aws.amazon.com/solutions/case-studies/tapestry-generative-ai-case-study/,Tell Rexy/Ask Rexy — сбор обратной связи продавцов через GenAI,retail-ecommerce/fashion-retail,operations-copilot,included,"Официальный кейс AWS, детальные метрики"
rt-041,One Stop,RELEX Solutions,https://www.relexsolutions.com/resources/case-one-stop/,Прогноз спроса и пополнение запасов RELEX,retail-ecommerce/grocery-retail,forecasting,included,Кейс вендора с именем клиента и детальными метриками
rt-042,Walmart,разные (вторичные источники),digitaldefynd.com / scribd / aiproductivelab (не открывались напрямую),ИИ-прогнозирование спроса и управление запасами Walmart,retail-ecommerce/grocery-retail,forecasting,rejected,"unverifiable — только вторичные неавторитетные агрегаторы, надёжного первичного источника не найдено"
rt-043,Sephora,разные (вторичные источники),cosupport.ai / digitaldefynd.com (не открывались напрямую),Виртуальный визажист и персонализация на базе ИИ,retail-ecommerce/specialty-retail,recommendations-search,rejected,"unverifiable — только вторичные блоги, первичный источник Sephora не найден и не открывался"
rt-044,IKEA,разные (вторичные источники),forbes.com / aiexpert.network (не открывались напрямую),Генеративный ИИ для контента и AI Assistant,retail-ecommerce/specialty-retail,marketing,rejected,"unverifiable — только вторичные обзорные статьи, страницы не открывались через WebFetch"
rt-045,Kroger,New Retail (агрегатор),https://new-retail.ru/tehnologii/nevidimyy_sotrudnik_kak_iskusstvennyy_intellekt_beret_pod_kontrol_polki_kassy_i_grafiki/,Компьютерное зрение против краж на кассах самообслуживания,retail-ecommerce/grocery-retail,cv-inspection,rejected,"unverifiable — только упоминание во вторичном агрегаторе, первичный источник Kroger не найден"
