url,publisher,source_type,accessed,status,used_for
https://www.comnews.ru/content/246159/2026-07-02/2026-w27/1010/opyt-bilayn-biznes-kak-prediktivnyy-obzvon-menyaet-rabotu-kontakt-centrov,ComNews,media,2026-08-27,ok,"Кейс ru-tl-beeline-predictive-dialer-01 — проблема, решение, метрики"
https://www.sostav.ru/publication/tele2-58794.html,Sostav,media,2026-08-27,ok,"Кейс ru-tl-t2-voice-assistant-01 — история продукта (Астра)"
https://www.cnews.ru/news/line/2025-06-20_t2_vnedrit_golosovogo_assistenta,CNews,media,2026-08-27,ok,"Кейс ru-tl-t2-voice-assistant-01 — независимое подтверждение"
https://habr.com/ru/amp/publications/904162,Habr,media,2026-08-27,ok,"Кейс ru-tl-rutube-moderation-01 — проблема, решение, метрики"
https://habr.com/ru/amp/publications/1046391,Кинопоиск на Habr,client,2026-08-27,ok,"Кейс ru-tl-kinopoisk-recommender-01 — проблема, решение, технология"
https://www.company.rt.ru/press/news/d476715/,Ростелеком,client,2026-08-27,ok,"Кейс ru-tl-rostelecom-voicebot-01 — официальный пресс-релиз, метрики"
https://spb.t2.ru/about/news-list/2025/08/06/t2-vnedrila-golosovogo-assistenta-dlya-zashchity-ot-spama-i-telefonnogo-moshennichestva,Т2,client,2026-08-27,ok,"Кейс ru-tl-t2-voice-assistant-01 — официальный пресс-релиз"
https://www.cti.ru/about/success-story/ao-er-telekom-kholding/,CTI,vendor,2026-08-27,blocked,"HTTP 503 через WebFetch и через fetch-page.mjs — кандидат tl-cand-20 отклонён"
https://openai.com/index/deutsche-telekom/,OpenAI,platform,2026-08-27,ok,"Кейс de-tl-telekom-openai-01 — открыта через fetch-page.mjs после 403 у WebFetch"
https://www.fromtech.ru/cases/voice-robot/,Fromtech,vendor,2026-08-27,ok,"Кейс ru-tl-federal-operator-nbo-voice-01 — проблема, решение, метрики"
https://www.ericsson.com/en/news/2026/6/the-ran-gets-smarter-ericsson-puts-ai-where-it-matters,Ericsson,vendor,2026-08-27,ok,"Кандидат tl-cand-34 — отклонён (нет результата, привязанного к одному клиенту)"
https://www.bestpractice.ai/ai-case-study-best-practice/verizon_monitors_and_optimises_network_performance_in_real-tim_using_machine_learning_to_analyse_network_interface_data,Best Practice AI,analyst,2026-08-27,partial,"Редирект на общий каталог кейсов, конкретный текст по Verizon не получен — кандидат tl-cand-33 отклонён"
https://www.digitalhumans.com/case-studies/deutsche-telekom-case-study,UneeQ,vendor,2026-08-27,ok,"Кейс de-tl-telekom-uneeq-01 — проблема, решение, метрики"
https://friendli.ai/customers/sk-telecom,FriendliAI,vendor,2026-08-27,ok,"Кандидат tl-cand-31 — отклонён (другая инициатива, инфраструктурные метрики)"
https://www.marketingweek.com/vodafone-chatbot-customer-experience/,Marketing Week,media,2026-08-27,blocked,"HTTP 403 — кандидат tl-cand-24 отклонён, цифры не подтверждены"
https://news.sktelecom.com/en/1647,SK Telecom Newsroom,client,2026-08-27,ok,"Кейс kr-tl-sktelecom-claude-01 — официальный пресс-релиз клиента"
https://rasa.community/customers/orange/,Rasa,vendor,2026-08-27,blocked,"HTTP 404 — кандидат tl-cand-35 отклонён"
