candidate_id,client,vendor,url,reason_code,reason
c33,пользователи площадки,B2B-Center,https://www.tadviser.ru/index.php/Продукт:B2B-Center:_Тендеры,no_client,"ИИ-тегирование закупок - функция самой площадки B2B-Center, а не внедрение у названного клиента-заказчика"
c34,неизвестный банк,Content AI,https://contentai.ru/resheniya-dlya-bankov,unverifiable,"Конкретный банк-клиент (упоминался Россельхозбанк в одном из сниппетов поиска) не удалось подтвердить открытой страницей кейса в рамках сессии"
c35,composite law firm,Thomson Reuters CoCounsel,https://legal.thomsonreuters.com/blog/accelerate-business-outcomes-with-cocounsel-legal/,no_result,"Forrester TEI-исследование построено на гипотетической 'composite' юрфирме, а не на реальном названном клиенте с проверяемыми цифрами; названный пример Troutman Pepper Locke не сопровождается метриками"
c36,KPMG (отчёт Total Experience),KPMG,https://www.kucoin.com/news/flash/kpmg-ai-report-criticized-for-fabricated-case-studies,unverifiable,"По данным независимой проверки GPTZero, только 5 из 45 цитат в отчёте достоверны (11%), остальные сфабрикованы или непроверяемы - отчёт не может использоваться как источник"
c37,Deloitte,in-house (PairD),https://www.ciodive.com/news/deloitte-generative-ai-use-platform-employees-PairD/703962/,no_result,"Раскрыт только масштаб развёртывания (100 000 сотрудников), измеримых результатов эффективности не найдено"
c38,Zoom,Anthropic,https://claude.com/customers/zoom,out_of_scope,"Это развитие продукта вендора (Zoom AI Companion со встроенной Claude), а не решение внутренней проблемы компании-клиента"
c39,Affinda,AWS Bedrock,https://aws.amazon.com/solutions/case-studies/affinda-case-study,out_of_scope,"Affinda сама является AI-вендором, использующим AWS для своего продукта - это не кейс конечного клиента с внутренним процессом"
c40,крупный ритейлер (NDA),UiPath,https://www.uipath.com/resources/automation-case-studies/major-retailer-rpa,unverifiable,"Клиент не назван, детали недостаточны и дублируют паттерн уже включённого кейса Thermo Fisher"
c41,"Wiley, Engine, Uber, Equinox",Salesforce Agentforce,https://www.salesforce.com/news/stories/agentforce-customer-success-stories/,out_of_scope,"Кейсы преимущественно про контакт-центр/CRM-сервис, что закрыто другим направлением исследования"
c42,ASML,ServiceNow,https://www.servicenow.com/content/dam/servicenow-assets/public/en-us/doc-type/resource-center/case-study/cs-asml.pdf,unverifiable,"PDF-кейс не открывался через WebFetch в рамках сессии, содержание не подтверждено"
c43,"BCI, Newman's Own",Microsoft 365 Copilot,https://microsoft.github.io/Analytics-Hub/case-studies/,unverifiable,"Цифры взяты из вторичного агрегатора, первоисточник Microsoft Customer Stories для этих конкретных клиентов не открывался в рамках сессии"
c44,"международная компания (NDA)",HappyStar Recruiting,https://companies.rbc.ru/news/12tUB6DL0J/skrining-rezyume-na-avtomate-kak-ai-sokraschaet-vremya-podbora-kadrov-vdvoe/,duplicate,"Второй анонимный пример в той же статье о том же вендоре - выбран только первый (финтех-стартап) с более подробными цифрами"
c45,«Подружка» (AI-ассистент),Napoleon IT,https://napoleonit.ru/blog/vnedryaem-sistemu-prognozirovaniya-sprosa-i-upravleniya-tovarnymi-zapasami-dlya-roznichnoy-seti-podruzhka,unverifiable,"Заявление из WebSearch про AI-ассистента для 3000 сотрудников не подтвердилось при открытии блога Napoleon IT - там найден только другой проект (прогнозирование спроса), возможна ошибка агрегации в поисковой выдаче"
c46,ХОЛОДИЛЬНИК.РУ,Napoleon IT,,unverifiable,"Не удалось найти URL конкретной статьи/кейса, подтверждающего цифры (3000 сотрудников, 95% сокращение времени поиска), несмотря на просмотр блога вендора"
c47,Ростелеком,Teamly,https://habr.com/ru/companies/teamly/articles/1041982/,out_of_scope,"Кейс про обучение сотрудников работе с нейросетями относится к training-onboarding, которого нет в списке процессов направления"
c48,"Делимобиль, Эвотор",Naumen,https://www.naumen.ru/products/kms/academy/articles/kak-baza-znaniy-na-platforme-naumen-kms-pomogaet-riteyleru-uluchshit-biznes-pokazateli/,out_of_scope,"Метрики (AHT, CSI) относятся к контакт-центру/customer support - процесс закрыт другим направлением исследования"
ru-dc-rostelecom-legalwatch-01,Ростелеком,,https://pravo.ru/company_news/258472/,no_result,"Исключён при финальном отборе: Grade C без единой количественной метрики, единственный источник, sales relevance 2. Лимит Grade C (максимум 30 по п.17 ТЗ) был превышен, поэтому из 34 отобраны 30 наиболее содержательных."
