candidate_id,client,vendor,url,short_description,assumed_industry,assumed_process,decision,reason
c11,Vodafone,Microsoft,https://www.microsoft.com/en/customers/story/19346-vodafone-microsoft-365-copilot,Microsoft 365 Copilot для сотрудников и юротдела,telecom,"operations-copilot, legal-compliance",included,"Конкретные метрики по юр.департаменту, включён как gb-dc-vodafone-copilot-01 (grade A)"
c12,Accenture,GitHub / Microsoft,https://github.blog/news-insights/research/research-quantifying-github-copilots-impact-in-the-enterprise-with-accenture/,RCT-исследование эффекта GitHub Copilot,professional-services,software-engineering,included,"Строгая методология RCT, включён как global-dc-accenture-githubcopilot-01 (grade B)"
c13,Thermo Fisher Scientific,UiPath,https://www.uipath.com/resources/automation-case-studies/document-understanding-reduces-thermo-fisher-scientifics-invoice-process,Document Understanding для обработки счетов,healthcare,"document-processing, finance-accounting",included,"Сильные метрики, включён как us-dc-thermofisher-uipath-01 (grade B)"
c14,KPMG International,Microsoft,https://www.microsoft.com/en/customers/story/25353-kpmg-international-azure,Agentic AI для аудита на Azure (KPMG Clara AI),professional-services,finance-accounting,included,"Named клиент и масштаб, включён как global-dc-kpmg-azure-01 (grade B)"
c15,Unilever,HireVue / Pymetrics,https://www.pumpedu.cz/en/news/the-practical-application-of-ai-unilever-reduced-recruitment-time-by-75-112n,AI видео-интервью сократили время найма выпускников на 75%,retail-ecommerce,hr-recruitment,included,"Широко цитируемый кейс, но подтверждён только вторичным медиа, включён как gb-dc-unilever-hirevue-01 (grade C)"
c16,ServiceNow,in-house,https://www.servicenow.com/community/ceg-ai-coe-articles/ai-agents-are-already-paying-off-here-s-what-keeps-most/ta-p/3508045,Внутреннее развёртывание AI-агентов (ITSM/HR/Finance),technology,operations-copilot,included,"Собственное 'dogfooding' внедрение с цифрами, включён как us-dc-servicenow-internal-01 (grade C)"
c17,ВТБ,unknown,,Поиск кейса ИИ для анализа договоров в ВТБ,finance-insurance,legal-compliance,rejected,no_implementation
c18,неизвестно (Контур.Диадок продукт),СКБ Контур,https://kontur.ru/diadoc/features/sozdanie-i-otpravka,Извлечение данных из документов - продуктовая страница без клиента,finance-insurance,document-processing,rejected,grade_d_marketing
c19,"Impact (агентство/компания)",ImpactMyBiz / GitHub Copilot,https://www.impactmybiz.com/case-study/github-copilot-case-study/,Заявленный рост эффективности кодирования на 23%,professional-services,software-engineering,rejected,unverifiable
c20,Chronograph,Anthropic (Claude Enterprise),https://claude.com/customers/chronograph,Claude Enterprise для разрозненной базы знаний,finance-insurance,knowledge-management,rejected,no_result
c21,Jamf,Anthropic (Claude Enterprise + Bedrock),https://claude.com/customers/jamf,Claude Enterprise для работы с знаниями сотрудников,technology,knowledge-management,rejected,no_result
c22,TRY,Anthropic (Claude),https://claude.com/customers/try,Claude для внутренних баз знаний и документации,professional-services,knowledge-management,rejected,no_result
c23,Booking.com,Glean,https://www.glean.com/ (customer stories),Glean как первая AI-платформа для 14000 сотрудников,hospitality-travel,knowledge-management,rejected,no_result
c24,Zillow,Glean,https://www.glean.com/ (customer stories),AI-культура и агенты на Glean,construction-realestate,knowledge-management,rejected,no_result
c25,"крупная нефтяная компания (NDA)",ЭЛАР,"https://www.tadviser.ru/index.php/Компания:ЭЛАР_(Электронный_архив,_НПО_Опыт)",Извлечение реквизитов из кадровых документов,mining-oil-gas,document-processing,rejected,unverifiable
c26,Северсталь,unknown,,Поиск кейса ИИ для юридического департамента,manufacturing,legal-compliance,rejected,no_implementation
c27,СИБУР,unknown,,Поиск кейса ИИ для юридического департамента,manufacturing,legal-compliance,rejected,no_implementation
c28,Магнит,unknown,,Поиск кейса ИИ для юридических договоров,retail-ecommerce,legal-compliance,rejected,no_implementation
c29,Газпром нефть,unknown,,Поиск кейса ИИ для документооборота,mining-oil-gas,document-processing,rejected,no_implementation
c30,РЖД,unknown,,Поиск кейса ИИ для юридических договоров,logistics-transport,legal-compliance,rejected,no_implementation
c31,Норникель,собственная разработка,https://generation-ai.ru/media/ai-v-metallurgii-i-gornoy-dobyche,Генеративное проектирование промышленных зданий,mining-oil-gas,design-engineering-process,rejected,out_of_scope
c32,неизвестный банк,MTS AI,https://www.cnews.ru/news/line/2024-10-16_mts_ai_sozdala_ii-pomoshchnika,ИИ-помощник для банковских сотрудников - клиент не назван,finance-insurance,operations-copilot,rejected,no_client
c33,пользователи площадки (общие),B2B-Center,https://www.tadviser.ru/index.php/Продукт:B2B-Center:_Тендеры,"ИИ-тегирование закупок по ОКПД2 - функция площадки, не кейс клиента",professional-services,procurement-tenders,rejected,no_client
c34,неизвестный банк,Content AI,https://contentai.ru/resheniya-dlya-bankov,Распознавание банковских документов - клиент не подтверждён,finance-insurance,document-processing,rejected,unverifiable
c35,composite law firm (Forrester),Thomson Reuters CoCounsel,https://legal.thomsonreuters.com/blog/accelerate-business-outcomes-with-cocounsel-legal/,Composite-фирма из ТEI-исследования Forrester,professional-services,legal-compliance,rejected,no_result
c36,KPMG (отчёт Total Experience),KPMG,https://www.kucoin.com/news/flash/kpmg-ai-report-criticized-for-fabricated-case-studies,Отчёт с признанными сфабрикованными цитатами по данным GPTZero,professional-services,finance-accounting,rejected,unverifiable
c37,Deloitte,in-house (PairD),https://www.ciodive.com/news/deloitte-generative-ai-use-platform-employees-PairD/703962/,Внутренний GenAI-чатбот PairD для 100000 сотрудников,professional-services,operations-copilot,rejected,no_result
c38,Zoom,Anthropic (Claude),https://claude.com/customers/zoom,Claude в Zoom AI Companion - развитие продукта вендора,technology,knowledge-management,rejected,out_of_scope
c39,Affinda,AWS Bedrock / Claude,https://aws.amazon.com/solutions/case-studies/affinda-case-study,AI-вендор строит свой продукт на Bedrock - не конечный клиент,technology,document-processing,rejected,out_of_scope
c40,крупный ритейлер (NDA),UiPath,https://www.uipath.com/resources/automation-case-studies/major-retailer-rpa,"RPA для обработки счетов - клиент не назван, дублирует паттерн Thermo Fisher",retail-ecommerce,document-processing,rejected,unverifiable
c41,разные компании (Salesforce),Salesforce Agentforce,https://www.salesforce.com/news/stories/agentforce-customer-success-stories/,Wiley/Engine/Uber/Equinox - преимущественно контакт-центр/CRM кейсы,retail-ecommerce,customer-support,rejected,out_of_scope
c42,ASML,ServiceNow,https://www.servicenow.com/content/dam/servicenow-assets/public/en-us/doc-type/resource-center/case-study/cs-asml.pdf,Виртуальный агент поддержки сотрудников,manufacturing,operations-copilot,rejected,unverifiable
c43,неизвестно (BCI/Newman's Own),Microsoft 365 Copilot,https://microsoft.github.io/Analytics-Hub/case-studies/,Кейсы из вторичного агрегатора без прямой проверки первоисточника,professional-services,operations-copilot,rejected,unverifiable
c44,"международная компания (NDA), 2000 позиций/год",HappyStar Recruiting,https://companies.rbc.ru/news/12tUB6DL0J/skrining-rezyume-na-avtomate-kak-ai-sokraschaet-vremya-podbora-kadrov-vdvoe/,Второй анонимный пример из той же статьи,professional-services,hr-recruitment,rejected,duplicate
c45,"«Подружка» (повторно)",Napoleon IT,https://napoleonit.ru/blog/vnedryaem-sistemu-prognozirovaniya-sprosa-i-upravleniya-tovarnymi-zapasami-dlya-roznichnoy-seti-podruzhka,AI-ассистент для сотрудников не подтверждён - найден только кейс прогнозирования спроса,retail-ecommerce,knowledge-management,rejected,unverifiable
c46,ХОЛОДИЛЬНИК.РУ,Napoleon IT,,AI-ассистент для 3000 сотрудников - URL кейса не найден,retail-ecommerce,knowledge-management,rejected,unverifiable
c47,Ростелеком (обучение ИИ),Teamly,https://habr.com/ru/companies/teamly/articles/1041982/,Обучение сотрудников работе с нейросетями за 1.5 года,telecom,training-onboarding,rejected,out_of_scope
c48,"Делимобиль, Эвотор (в статье Naumen)",Naumen,https://www.naumen.ru/products/kms/academy/articles/kak-baza-znaniy-na-platforme-naumen-kms-pomogaet-riteyleru-uluchshit-biznes-pokazateli/,Метрики относятся к контакт-центру/customer support,logistics-transport,customer-support,rejected,out_of_scope
