candidate_id,client,vendor,url,short_description,assumed_industry,assumed_process,decision,reason
tl-cand-27,Deutsche Telekom,UneeQ,https://www.digitalhumans.com/case-studies/deutsche-telekom-case-study,"Цифровые ИИ-люди (Selena/Max/Mia): конверсия x5.6, отказ от корзины -9%",telecom,sales,included,"Включён как de-tl-telekom-uneeq-01 (грейд B)"
tl-cand-28,Deutsche Telekom,Rasa,https://info.rasa.com/deutsche-telekoms-journey-with-rasas-conversational-ai,"Conversational AI journey — кейс Rasa, не открывался подробно",telecom,customer-support,rejected,"unverifiable — не открывалась подробно из-за бюджета запросов"
tl-cand-29,Deutsche Telekom,McKinsey,https://www.mckinsey.com/industries/technology-media-and-telecommunications/how-we-help-clients/empowering-telecom-employees-with-personalized-ai-powered-training-and-coaching-tools,"ИИ-коучинг операторов: -2% переводов звонков, +10% FCR",telecom,training-onboarding,rejected,"unverifiable — не открывалась подробно из-за бюджета запросов, цифры не подтверждены прямым просмотром"
tl-cand-30,SK Telecom,"Anthropic (Claude), Amazon Bedrock",https://claude.com/customers/skt,"In-Call Assist и Post-Call Processing на Claude: +34% качество, -68% низкокачественные ответы",telecom,operations-copilot,included,"Включён как kr-tl-sktelecom-claude-01 (грейд A)"
tl-cand-31,SK Telecom,FriendliAI,https://friendli.ai/customers/sk-telecom,"5x рост пропускной способности LLM и 3x экономия за счёт FriendliAI Dedicated Endpoints",telecom,it-function,rejected,"out_of_scope — кейс про инфраструктуру инференса, а не бизнес-результат клиентского процесса; отдельная от основного AI Customer Service инициатива"
tl-cand-32,"AT&T (обзорная статья)",-,https://digitaldefynd.com/IQ/att-using-ai-case-study/,"Агрегатор 'AI use cases' без первичного источника и конкретных цифр",telecom,operations,rejected,"grade_d_marketing — вторичный агрегаторский контент без первичного источника"
tl-cand-33,Verizon,Google Cloud (заявлено),https://www.bestpractice.ai/ai-case-study-best-practice/verizon_monitors_and_optimises_network_performance_in_real-tim_using_machine_learning_to_analyse_network_interface_data,"Предиктивное обслуживание сети, заявлено снижение простоев на 25%",telecom,predictive-maintenance,rejected,"source_unavailable — при открытии страница перенаправила на общий каталог кейсов, конкретный текст по Verizon не подтверждён"
tl-cand-34,"SoftBank, Bell, SK Telecom, Rogers (мультиоператорный продукт)",Ericsson,https://www.ericsson.com/en/news/2026/6/the-ran-gets-smarter-ericsson-puts-ai-where-it-matters,"AI in RAN: +20% throughput, +10% spectral efficiency в 15+ внедрениях у разных операторов",telecom,optimization,rejected,"grade_d_marketing — продуктовая страница вендора с обобщёнными цифрами по портфелю операторов, без результата, привязанного к одному названному клиенту"
tl-cand-35,Orange,Rasa,https://rasa.community/customers/orange/,"Djingo — контекстный ИИ-ассистент для техподдержки интернета/телефона/ТВ",telecom,customer-support,rejected,"source_unavailable — страница вернула 404"
tl-cand-36,BT,eGain,https://www.egain.com/telecom-customer-service/,"Улучшение NPS/FCR через базу знаний eGain для советников BT",telecom,customer-support,rejected,"unverifiable — конкретный URL кейса BT не найден, только продуктовая страница eGain"
tl-cand-37,Telefonica,-,https://www.gsmaintelligence.com/research/deutsche-telekom-driving-service-innovation-and-user-experience-for-consumers-with-genai-2-2,"Виртуальный ассистент Aura — обзорный материал GSMA без цифр",telecom,customer-support,rejected,"unverifiable — не открывалась подробно из-за бюджета запросов"
tl-cand-38,"Netflix / Spotify / Comcast (обзорные статьи)",-,https://www.almabetter.com/bytes/articles/netflix-churn-prediction-case-study,"Обзорные статьи о рекомендательных системах и оттоке без первичного источника",media-entertainment,recommendations-search,rejected,"grade_d_marketing — вторичный агрегаторский контент, нет первичного источника с конкретными внедрёнными цифрами"
tl-cand-39,"Не назван (телеком, обобщённо)",NICE / Genesys,https://www.genesys.com/capabilities/ai-and-automation,"Общая страница возможностей ИИ Genesys для контакт-центров без названного телеком-клиента",contact-centers,customer-support,rejected,"no_client — продуктовая страница вендора"
tl-cand-40,МТС (шумоподавление в голосовых вызовах),МТС,https://golicino.mts.ru/about/media-centr/soobshheniya-kompanii/novosti-mts-v-rossii-i-mire/2025-10-24/mts-pervoj-na-rynke-zapuskaet-funkciyu-ai-shumopodavleniya-v-golosovyh-vyzovah,"Запуск функции AI-шумоподавления в голосовых вызовах МТС",telecom,operations,rejected,"announcement_only — анонс новой функции без измеримого результата внедрения"
