url,status,http_code,final_url,note,roles,cases
https://www.tadviser.ru/index.php/Проект:S7_Airlines_Сибирь_Авиакомпания_(Predictive_Analytics_),redirect,200,https://www.tadviser.ru/index.php/%D0%9F%D1%80%D0%BE%D0%B5%D0%BA%D1%82:S7_Airlines_%D0%A1%D0%B8%D0%B1%D0%B8%D1%80%D1%8C_%D0%90%D0%B2%D0%B8%D0%B0%D0%BA%D0%BE%D0%BC%D0%BF%D0%B0%D0%BD%D0%B8%D1%8F_(Predictive_Analytics_),,primary,ru-lg-s7-datadvance-pm-01
https://www.tadviser.ru/index.php/Проект:Дом.РФ_АКБ_(ранее_Российский_капитал)_(Smart_IDReader),redirect,200,https://www.tadviser.ru/index.php/%D0%9F%D1%80%D0%BE%D0%B5%D0%BA%D1%82:%D0%94%D0%BE%D0%BC.%D0%A0%D0%A4_%D0%90%D0%9A%D0%91_(%D1%80%D0%B0%D0%BD%D0%B5%D0%B5_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D0%B0%D0%BF%D0%B8%D1%82%D0%B0%D0%BB)_(Smart_IDReader),,primary,ru-dc-domrf-smartid-01
"https://www.tadviser.ru/index.php/Проект:Новолипецкий_металлургический_комбинат,_НЛМК_(Сервис_рекомендаций_по_оптимальному_расходу_ферросплавов)",redirect,200,"https://www.tadviser.ru/index.php/%D0%9F%D1%80%D0%BE%D0%B5%D0%BA%D1%82:%D0%9D%D0%BE%D0%B2%D0%BE%D0%BB%D0%B8%D0%BF%D0%B5%D1%86%D0%BA%D0%B8%D0%B9_%D0%BC%D0%B5%D1%82%D0%B0%D0%BB%D0%BB%D1%83%D1%80%D0%B3%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D0%BE%D0%BC%D0%B1%D0%B8%D0%BD%D0%B0%D1%82,_%D0%9D%D0%9B%D0%9C%D0%9A_(%D0%A1%D0%B5%D1%80%D0%B2%D0%B8%D1%81_%D1%80%D0%B5%D0%BA%D0%BE%D0%BC%D0%B5%D0%BD%D0%B4%D0%B0%D1%86%D0%B8%D0%B9_%D0%BF%D0%BE_%D0%BE%D0%BF%D1%82%D0%B8%D0%BC%D0%B0%D0%BB%D1%8C%D0%BD%D0%BE%D0%BC%D1%83_%D1%80%D0%B0%D1%81%D1%85%D0%BE%D0%B4%D1%83_%D1%84%D0%B5%D1%80%D1%80%D0%BE%D1%81%D0%BF%D0%BB%D0%B0%D0%B2%D0%BE%D0%B2)",,source,ru-mf-nlmk-ferroalloy-advisor-01
"https://www.tadviser.ru/index.php/Проект:Русал_(Искусственный_интеллект_(ИИ,_Artificial_intelligence,_AI))",redirect,200,"https://www.tadviser.ru/index.php/%D0%9F%D1%80%D0%BE%D0%B5%D0%BA%D1%82:%D0%A0%D1%83%D1%81%D0%B0%D0%BB_(%D0%98%D1%81%D0%BA%D1%83%D1%81%D1%81%D1%82%D0%B2%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9_%D0%B8%D0%BD%D1%82%D0%B5%D0%BB%D0%BB%D0%B5%D0%BA%D1%82_(%D0%98%D0%98,_Artificial_intelligence,_AI))",,primary,"ru-mf-rusal-machine-hearing-01;ru-mf-rusal-electrolysis-nn-01"
https://jet.su/czentr-ekspertizy/all/kak-tekhnologii-ii-pomogayut-planirovat-polevye-raboty-v-agropromyshlennom-kholdinge-rusagro/,unavailable,403,https://jet.su/czentr-ekspertizy/all/kak-tekhnologii-ii-pomogayut-planirovat-polevye-raboty-v-agropromyshlennom-kholdinge-rusagro/,доступ ограничен для робота,primary,ru-ag-rusagro-harvest-01
https://rosatom.ru,unavailable,,,таймаут,client,ru-en-rosatom-kursk-operator-01
https://www.aicerts.ai/news/jd-com-scales-ai-warehouse-robots-to-transform-global-logistics/,unavailable,403,https://www.aicerts.ai/news/jd-com-scales-ai-warehouse-robots-to-transform-global-logistics/,доступ ограничен для робота,"primary;metric",cn-lg-jd-langzutech-01
https://www.bmwgroup.com,unavailable,503,https://www.bmwgroup.com/,ошибка на стороне сервера,client,de-mf-bmw-vsas-cv-01
https://www.genesys.com/en-gb/customer-stories/vodafone,unavailable,403,https://www.genesys.com/en-gb/customer-stories/vodafone,доступ ограничен для робота,"primary;metric",de-tl-vodafone-genesys-tobi-01
https://www.mosgortrans.ru,unavailable,503,https://www.mosgortrans.ru/,ошибка на стороне сервера,client,ru-lg-mosgortrans-opturan-01
https://aaes.uada.edu/news/see-and-spray-research/,working,200,https://aaes.uada.edu/news/see-and-spray-research/,,"source;metric",us-ag-deere-seeandspray-01
https://abnews.ru/center/news/mosreg/2026/8/20/v-podmoskove-pochta-rossii-sokratila-sroki-dostavki-blagodarya-ii,working,200,https://abnews.ru/center/news/mosreg/2026/8/20/v-podmoskove-pochta-rossii-sokratila-sroki-dostavki-blagodarya-ii,,"primary;metric",ru-lg-pochta-teraplan-01
https://abreview.ru/ab/news/alfastrakhovanie_otsenit_ubytki_s_pomoshchyu_ii/,working,200,https://abreview.ru/ab/news/alfastrakhovanie_otsenit_ubytki_s_pomoshchyu_ii/,,"primary;metric",ru-fi-alfastrakhovanie-audatex-cv-01
https://aemps.ewapub.com/article/view/15837,working,200,https://aemps.ewapub.com/article/view/15837,,source,cn-lg-jd-langzutech-01
https://aiexpert.network/case-study-duolingo-transforms-language-learning-through-ai/,working,200,https://aiexpert.network/case-study-duolingo-transforms-language-learning-through-ai/,,primary,us-pb-duolingo-max-01
https://autofaq.ai/case/rostelecom,working,200,https://autofaq.ai/case/rostelecom,,"primary;metric",ru-tl-rostelecom-cdt-autofaq-01
https://banks.cnews.ru/news/line/2024-03-14_yuristamrieltoram_i_drugim,working,200,https://banks.cnews.ru/news/line/2024-03-14_yuristamrieltoram_i_drugim,,primary,ru-dc-sber-gigalegal-01
https://banks.cnews.ru/news/line/2026-06-16_ii_stal_eshche_umnee_vtb_moi,working,200,https://banks.cnews.ru/news/line/2026-06-16_ii_stal_eshche_umnee_vtb_moi,,"primary;metric",ru-fi-vtb-robo-advisor-01
https://bestpractice.ai/ai-use-cases/case-studies/manufacturing-industrials/bhp-saves-5-5m-by-predicting-mining-truck-maintenance-requirements-with-machine-learning,working,200,https://bestpractice.ai/ai-use-cases/case-studies/manufacturing-industrials/bhp-saves-5-5m-by-predicting-mining-truck-maintenance-requirements-with-machine-learning,,"primary;metric",au-mn-bhp-truck-maintenance-01
https://blog.alicetechnologies.com/case-studies/af-gruppen,working,200,https://blog.alicetechnologies.com/case-studies/af-gruppen,,"primary;metric",no-cn-afgruppen-alice-schedule-01
https://blog.rt.ru/b2c/kak-golosovoy-bot-rostelekoma-rabotaet-s-obrashcheniyami-abonentov.htm,working,200,https://blog.rt.ru/b2c/kak-golosovoy-bot-rostelekoma-rabotaet-s-obrashcheniyami-abonentov.htm,,source,ru-tl-rostelecom-voicebot-01
https://blogs.microsoft.com/blog/2024/09/26/a-year-of-dax-copilot-healthcare-innovation-that-refocuses-on-the-clinician-patient-connection/,working,200,https://blogs.microsoft.com/blog/2024/09/26/a-year-of-dax-copilot-healthcare-innovation-that-refocuses-on-the-clinician-patient-connection/,,"primary;metric",us-hc-nuance-dax-northwestern-01
https://brainboxai.com/en/case-studies/dollar-tree-unlocks-major-energy-and-emissions-savings-with-brainbox-ai,working,200,https://brainboxai.com/en/case-studies/dollar-tree-unlocks-major-energy-and-emissions-savings-with-brainbox-ai,,"primary;metric",us-cn-dollartree-brainboxai-hvac-01
https://buildots.com/case-studies/intel-partners-with-buildots/,working,200,https://buildots.com/case-studies/intel-partners-with-buildots/,,"primary;metric",us-cn-intel-buildots-cv-01
https://casebook.ru/,working,200,https://casebook.ru/,,client,ru-pb-pravotech-legal-ai-01
https://celsus.ai/blog/sczenarii-skrining/,working,200,https://celsus.ai/blog/sczenarii-skrining/,,"primary;metric",ru-hc-celsus-mammography-01
https://celsus.ai/smi/mammogram/,working,200,https://celsus.ai/smi/mammogram/,,source,ru-hc-celsus-mammography-01
https://centrvd.ru/cases/podruzhka,working,200,https://centrvd.ru/cases/podruzhka,,"primary;metric",ru-dc-podruzhka-directum-01
https://cio.osp.ru/articles/110423-Samolet-intellektualnyy-monitoring-stroyki,working,200,https://cio.osp.ru/articles/110423-Samolet-intellektualnyy-monitoring-stroyki,,"primary;metric",ru-cn-samolet-site-monitoring-01
https://cio.osp.ru/news/200623-Rosseti-Sibir-budut-iskat-hischeniya-elektroenergii-s-pomoschyu-iskusstvennogo-intellekta,working,200,https://cio.osp.ru/news/200623-Rosseti-Sibir-budut-iskat-hischeniya-elektroenergii-s-pomoschyu-iskusstvennogo-intellekta,,source,ru-en-mts-energytool-rosseti-01
https://cio.osp.ru/news/260319-Gazprom-neft-ispolzuet-iskusstvennyy-intellekt-v-razrabotke-mestorozhdeniy,working,200,https://cio.osp.ru/news/260319-Gazprom-neft-ispolzuet-iskusstvennyy-intellekt-v-razrabotke-mestorozhdeniy,,"primary;metric",ru-mn-gazpromneft-era-optima-01
https://claude.com/customers/skt,working,200,https://claude.com/customers/skt,,"source;metric",kr-tl-sktelecom-claude-01
https://cloud.google.com/blog/topics/customers/how-manipal-hospitals-sped-up-nurse-handoffs-across-37-hospitals,working,200,https://cloud.google.com/blog/topics/customers/how-manipal-hospitals-sped-up-nurse-handoffs-across-37-hospitals,,"primary;metric",in-hc-manipal-googlecloud-01
https://cloud.google.com/customers/bestbuy,working,200,https://cloud.google.com/customers/bestbuy,,primary,us-rt-bestbuy-gift-finder-01
https://cloud.google.com/customers/taranis,working,200,https://cloud.google.com/customers/taranis,,"primary;metric",global-ag-taranis-precision-01
https://cognitivepilot.com/cognitive-news/blog/sberbank-i-cognitive-pilot-zapuskayut-umnyj-kombajn-na-polyah-vedushhih-otechestvennyh-agrokompleksov-rossii/,working,200,https://cognitivepilot.com/cognitive-news/blog/sberbank-i-cognitive-pilot-zapuskayut-umnyj-kombajn-na-polyah-vedushhih-otechestvennyh-agrokompleksov-rossii/,,"primary;metric",ru-ag-cognitivepilot-autopilot-01
https://companies.rbc.ru/news/12tUB6DL0J/skrining-rezyume-na-avtomate-kak-ai-sokraschaet-vremya-podbora-kadrov-vdvoe/,working,200,https://companies.rbc.ru/news/12tUB6DL0J/skrining-rezyume-na-avtomate-kak-ai-sokraschaet-vremya-podbora-kadrov-vdvoe/,,"primary;metric",ru-dc-fintech-happystar-01
https://company.instacart.com/tech-innovation/building-the-intent-engine-how-instacart-is-revamping-query-understanding-with-llms,working,200,https://company.instacart.com/tech-innovation/building-the-intent-engine-how-instacart-is-revamping-query-understanding-with-llms,,"primary;metric",us-rt-instacart-intent-engine-01
https://deepmind.google,working,200,https://deepmind.google/,,client,us-en-deepmind-wind-forecast-01
https://deepmind.google/blog/machine-learning-can-boost-the-value-of-wind-energy/,working,200,https://deepmind.google/blog/machine-learning-can-boost-the-value-of-wind-energy/,,"primary;metric",us-en-deepmind-wind-forecast-01
https://doczilla.pro/ru/cases/pochta-rossii-avtomatizaciya-podgotovki/,working,200,https://doczilla.pro/ru/cases/pochta-rossii-avtomatizaciya-podgotovki/,,"primary;metric",ru-dc-pochta-doczilla-01
https://dvizhenie.ru/media/181/iskusstvennyi-intellekt-v-developmente-keisy-zastroishchikov,working,200,https://dvizhenie.ru/media/181/iskusstvennyi-intellekt-v-developmente-keisy-zastroishchikov,,source,ru-cn-samolet-site-monitoring-01
https://expertsouth.ru/articles/tsifroviziruy-chtoby-zhit-kak-tekhnologii-menyayut-selkhozproizvodstvo-na-yuge/,working,200,https://expertsouth.ru/articles/tsifroviziruy-chtoby-zhit-kak-tekhnologii-menyayut-selkhozproizvodstvo-na-yuge/,,"primary;metric","ru-ag-progressagro-precision-01;ru-ag-step-digitaltwin-01"
https://finance.mail.ru/article/domklik-testiruet-ii-agenta-dlya-podbora-zhilya-69214998/,working,200,https://finance.mail.ru/article/domklik-testiruet-ii-agenta-dlya-podbora-zhilya-69214998/,,"primary;metric",ru-cn-domclick-ai-agent-01
https://generation-ai.ru/cases/skyeng-content-pipeline,working,200,https://generation-ai.ru/cases/skyeng-content-pipeline,,"source;metric",ru-pb-skyeng-content-01
https://generation-ai.ru/cases/sovcombank,working,200,https://generation-ai.ru/cases/sovcombank,,"primary;metric",ru-fi-sovcombank-sova-01
https://generation-ai.ru/cases/x5-group-i-analitika,working,200,https://generation-ai.ru/cases/x5-group-i-analitika,,"primary;metric",ru-dc-x5-jaycopilot-01
https://github.blog/news-insights/research/research-quantifying-github-copilots-impact-in-the-enterprise-with-accenture/,working,200,https://github.blog/news-insights/research/research-quantifying-github-copilots-impact-in-the-enterprise-with-accenture/,,"primary;metric",global-dc-accenture-githubcopilot-01
https://habr.com/ru/companies/fix_price/news/933730/,working,200,https://habr.com/ru/companies/fix_price/news/933730/,,"primary;metric",ru-rt-fixprice-video-analytics-01
https://habr.com/ru/companies/skyeng/articles/818567/,working,200,https://habr.com/ru/companies/skyeng/articles/818567/,,"primary;metric;client",ru-pb-skyeng-content-01
https://habr.com/ru/news/993554/,working,200,https://habr.com/ru/news/993554/,,source,ru-tl-rostelecom-voicebot-01
https://iot.ru/riteyl/norbit-i-gruppa-etalon-zapuskayut-sistemu-prognozirovaniya-prodazh-na-baze-ii,working,200,https://iot.ru/riteyl/norbit-i-gruppa-etalon-zapuskayut-sistemu-prognozirovaniya-prodazh-na-baze-ii,,source,ru-cn-etalon-norbit-sales-01
https://jpt.spe.org/equinor-says-ai-saved-it-130m-in-2025,working,200,https://jpt.spe.org/equinor-says-ai-saved-it-130m-in-2025,,"primary;metric","no-mn-equinor-predictive-maintenance-01;no-mn-equinor-seismic-ai-02"
https://kamaz.ru,working,200,https://kamaz.ru/,,client,ru-mf-kamaz-paint-cv-01
https://kamaz.ru/press/news/kompyuternoe_zrenie_ot_kamaz_digital_dlya_kontrolya_kachestva_na_kamaze/,working,200,https://kamaz.ru/press/news/kompyuternoe_zrenie_ot_kamaz_digital_dlya_kontrolya_kachestva_na_kamaze/,,"primary;metric",ru-mf-kamaz-paint-cv-01
https://lipetsk.nlmk.com/ru/media-center/press-releases/nlmk-vnedril-sistemu-iskusstvennogo-intellekta-v-pomoshch-stalevaru/,working,200,https://lipetsk.nlmk.com/ru/media-center/press-releases/nlmk-vnedril-sistemu-iskusstvennogo-intellekta-v-pomoshch-stalevaru/,,"primary;metric",ru-mf-nlmk-ferroalloy-advisor-01
https://mintrans.gov.ru/press-center/news/12846,working,200,https://mintrans.gov.ru/press-center/news/12846,,"source;metric",ru-lg-mosgortrans-opturan-01
https://mosgortrans.ru/press/news/kak-iskusstvennyy-intellekt-uluchshaet-rabotu-nazemnogo-transporta/,working,200,https://mosgortrans.ru/press/news/kak-iskusstvennyy-intellekt-uluchshaet-rabotu-nazemnogo-transporta/,,primary,ru-lg-mosgortrans-opturan-01
https://new-retail.ru/tehnologii/nevidimyy_sotrudnik_kak_iskusstvennyy_intellekt_beret_pod_kontrol_polki_kassy_i_grafiki/,working,200,https://new-retail.ru/tehnologii/nevidimyy_sotrudnik_kak_iskusstvennyy_intellekt_beret_pod_kontrol_polki_kassy_i_grafiki/,,"primary;metric",ru-rt-magnit-headcount-01
https://news.microsoft.com/source/features/digital-transformation/novartis-empowers-scientists-ai-speed-discovery-development-breakthrough-medicines/,working,200,https://news.microsoft.com/source/features/digital-transformation/novartis-empowers-scientists-ai-speed-discovery-development-breakthrough-medicines/,,"primary;metric",ch-hc-novartis-azure-01
https://news.sktelecom.com/en/1647,working,200,https://news.sktelecom.com/en/1647,,"primary;client",kr-tl-sktelecom-claude-01
https://newsroom.wf.com/news-releases/news-details/2026/Wells-Fargo-Reaches-Major-Digital-Milestones/default.aspx,working,200,https://newsroom.wf.com/news-releases/news-details/2026/Wells-Fargo-Reaches-Major-Digital-Milestones/default.aspx,,"primary;metric;client",us-fi-wellsfargo-fargo-assistant-01
https://newsroom.xcelenergy.com/news/xcel-energy-brings-ai-driven-wildfire-detection-to-minnesota,working,200,https://newsroom.xcelenergy.com/news/xcel-energy-brings-ai-driven-wildfire-detection-to-minnesota,,source,us-en-xcelenergy-panoai-wildfire-01
https://nornickel.digital/cifra_v_nornikele/nornikel_nachal_ispolzovat_sistemu_videokontrolya_sredstv_individualnojj_zashhity,working,200,https://nornickel.digital/cifra_v_nornikele/nornikel_nachal_ispolzovat_sistemu_videokontrolya_sredstv_individualnojj_zashhity,,"primary;metric;client",ru-mn-nornickel-ppe-cv-02
https://openai.com/index/ai-clinical-copilot-penda-health/,working,200,https://openai.com/index/ai-clinical-copilot-penda-health/,,source,ke-hc-pendahealth-openai-01
https://openai.com/index/deutsche-telekom/,working,200,https://openai.com/index/deutsche-telekom/,,"primary;metric",de-tl-telekom-openai-01
https://openai.com/index/klarna/,working,200,https://openai.com/index/klarna/,,"primary;metric",eu-fi-klarna-openai-assistant-01
https://permanente.org/quality-assurance-informs-large-scale-use-of-ambient-ai-clinical-documentation/,working,200,https://permanente.org/quality-assurance-informs-large-scale-use-of-ambient-ai-clinical-documentation/,,"primary;metric;client",us-hc-kaiserpermanente-scribe-01
https://platforms.su/project/2535,working,200,https://platforms.su/project/2535,,"primary;metric",ru-cn-fsk-samolet10d-cv-01
https://platforms.su/project/2842,working,200,https://platforms.su/project/2842,,"primary;metric",ru-fi-renaissance-yandexgpt-dms-01
https://platforms.su/project/2868,working,200,https://platforms.su/project/2868,,"primary;metric",ru-fi-renaissance-dbrain-docai-01
https://platforms.su/project/2913,working,200,https://platforms.su/project/2913,,source,ru-pb-pravotech-legal-ai-01
https://platforms.su/project/3022,working,200,https://platforms.su/project/3022,,primary,ru-mf-mmk-temp-forecast-01
https://platforms.su/project/3059,working,200,https://platforms.su/project/3059,,"primary;metric",ru-mf-sibur-ai-lab-pricing-01
https://pravo.ru/company_news/258472/,working,200,https://pravo.ru/company_news/258472/,,"primary;metric","ru-dc-evraz-legal-01;ru-pb-pravotech-legal-ai-01"
https://rb.ru/columns/demand-forecasting-x5/,working,200,https://rb.ru/columns/demand-forecasting-x5/,,primary,ru-rt-x5-demand-forecast-01
https://retail-loyalty.org/news/m-video-eldorado-zapustila-neyroset-dlya-avtomatizatsii-kommunikatsii-sotrudnikov/,working,200,https://retail-loyalty.org/news/m-video-eldorado-zapustila-neyroset-dlya-avtomatizatsii-kommunikatsii-sotrudnikov/,,"primary;metric",ru-rt-mvideo-autofaq-01
https://robo-voice.ru/case_bot_dlya_gemotest/,working,200,https://robo-voice.ru/case_bot_dlya_gemotest/,,"primary;metric",ru-hc-robovoice-gemotest-voice-01
https://robotrends.ru/pub/2503/avtomatizaciya-skladov---opyt-wildberries,working,200,https://robotrends.ru/pub/2503/avtomatizaciya-skladov---opyt-wildberries,,"primary;metric",ru-lg-wildberries-robots-01
https://ru-bezh.ru/kompanii-i-ryinki/news/26/05/19/ntechlab-predstavila-na-tsipr-2026-ii-produkty-povedencheskaya-a,working,200,https://ru-bezh.ru/kompanii-i-ryinki/news/26/05/19/ntechlab-predstavila-na-tsipr-2026-ii-produkty-povedencheskaya-a,,source,ru-pb-ntechlab-safecity-nn-01
https://rusal.ru,working,200,https://rusal.ru/,,client,"ru-mf-rusal-ingot-cv-01;ru-mf-rusal-eltm-monitoring-01"
https://rusal.ru/press-center/press-releases/rusal-nachal-primenyat-iskusstvennyy-intellekt-dlya-analiza-kachestva-alyuminievykh-slitkov/,working,200,https://rusal.ru/press-center/press-releases/rusal-nachal-primenyat-iskusstvennyy-intellekt-dlya-analiza-kachestva-alyuminievykh-slitkov/,,"primary;metric",ru-mf-rusal-ingot-cv-01
https://rusal.ru/press-center/press-releases/rusal-vnedryaet-iskusstvennyy-intellekt-v-globalnuyu-sistemu-monitoringa-alyuminievogo-proizvodstva/,working,200,https://rusal.ru/press-center/press-releases/rusal-vnedryaet-iskusstvennyy-intellekt-v-globalnuyu-sistemu-monitoringa-alyuminievogo-proizvodstva/,,"primary;metric",ru-mf-rusal-eltm-monitoring-01
https://russianhighways.ru/,working,200,https://russianhighways.ru/,,client,ru-cn-avtodor-m11-noisescreens-cv-01
https://russianhighways.ru/press/news/119776/,working,200,https://russianhighways.ru/press/news/119776/,,"primary;metric",ru-cn-avtodor-m11-noisescreens-cv-01
https://ruward.ru/award/2025/571632/,working,200,https://ruward.ru/award/2025/571632/,,"primary;metric",ru-cn-fsk-redmadrobot-rag-01
https://sber.pro/cases/sgenerirui-marshrut-kak-v-sdek-avtomatizirovali-upravlenie-kurerami/,working,200,https://sber.pro/cases/sgenerirui-marshrut-kak-v-sdek-avtomatizirovali-upravlenie-kurerami/,,"primary;metric",ru-lg-sdek-routing-01
https://sberbs.ru/blogs/cases/videoanalitika-na-osnove-ii-dlya-povysheniya-bezopasnosti-na-stroyploschadke,working,200,https://sberbs.ru/blogs/cases/videoanalitika-na-osnove-ii-dlya-povysheniya-bezopasnosti-na-stroyploschadke,,"primary;metric",ru-cn-sber2b-videoanalytics-rostov-01
https://sheba-global.com/new-research-from-sheba-medical-center-demonstrates-success-of-aidoc-algorithm-in-early-detection-of-critical-brain-hemorrhages/,working,200,https://sheba-global.com/new-research-from-sheba-medical-center-demonstrates-success-of-aidoc-algorithm-in-early-detection-of-critical-brain-hemorrhages/,,"primary;metric",il-hc-aidoc-sheba-01
https://shkolamoskva.ru/,working,200,https://shkolamoskva.ru/,,client,ru-pb-mesh-ai-tutor-01
https://shkolamoskva.ru/news/trend-na-personalizacziyu-kakie-novye-servisy-i-funkczii-poyavilis-v-moskovskoj-elektronnoj-shkole/,working,200,https://shkolamoskva.ru/news/trend-na-personalizacziyu-kakie-novye-servisy-i-funkczii-poyavilis-v-moskovskoj-elektronnoj-shkole/,,"primary;metric",ru-pb-mesh-ai-tutor-01
https://sk.ru/news/botkinai-itogi-2021/,working,200,https://sk.ru/news/botkinai-itogi-2021/,,"primary;metric",ru-hc-botkinai-oncodispanser-01
https://slsoft.ru/cases/golosovoy-ii-agent-dlya-medsi/,working,200,https://slsoft.ru/cases/golosovoy-ii-agent-dlya-medsi/,,"primary;metric",ru-hc-slsoft-medsi-voice-01
https://softline.ru/about/news/gemotest-povysil-effektivnost-koll-tsentra-s-pomoshchyu-golosovogo-bota-robovoice-ot-kompanii-sl-sof,working,200,https://softline.ru/about/news/gemotest-povysil-effektivnost-koll-tsentra-s-pomoshchyu-golosovogo-bota-robovoice-ot-kompanii-sl-sof,,source,ru-hc-robovoice-gemotest-voice-01
https://spb.t2.ru/about/news-list/2025/08/06/t2-vnedrila-golosovogo-assistenta-dlya-zashchity-ot-spama-i-telefonnogo-moshennichestva,working,200,https://spb.t2.ru/about/news-list/2025/08/06/t2-vnedrila-golosovogo-assistenta-dlya-zashchity-ot-spama-i-telefonnogo-moshennichestva,,"primary;client",ru-tl-t2-voice-assistant-01
https://stories.xcelenergy.com,working,200,https://stories.xcelenergy.com/,,client,us-en-xcelenergy-panoai-wildfire-01
https://stories.xcelenergy.com/stories/using-advanced-technology-to-combat-wildfire-risk,working,200,https://stories.xcelenergy.com/stories/using-advanced-technology-to-combat-wildfire-risk,,"primary;metric",us-en-xcelenergy-panoai-wildfire-01
https://strana-rosatom.ru/2026/05/21/vkalyvaet-ii-a-ne-chelovek-kak-iskusstv/,working,200,https://strana-rosatom.ru/2026/05/21/vkalyvaet-ii-a-ne-chelovek-kak-iskusstv/,,"primary;metric","ru-en-tvel-atommind-01;ru-en-rosatom-kursk-operator-01"
https://tractian.com/en/case-studies/bosch,working,200,https://tractian.com/en/case-studies/bosch,,"primary;metric",global-mf-bosch-maintenance-tractian-01
https://ukstories.microsoft.com/features/how-ao-shearman-is-reshaping-law-with-trailblazing-ai-tool/,working,200,https://ukstories.microsoft.com/features/how-ao-shearman-is-reshaping-law-with-trailblazing-ai-tool/,,"source;metric",gb-dc-aoshearman-harvey-01
https://up-pro.ru/library/information_systems/automation_production/iskusstvennyj-intellekt-opyt-tatnefti/,working,200,https://up-pro.ru/library/information_systems/automation_production/iskusstvennyj-intellekt-opyt-tatnefti/,,"primary;metric",ru-mn-tatneft-video-analytics-01
