company,segment,role,name,linkedin_or_source,city,priority,why,source_date
Sonnedix,owner,Chief Financial Officer,Miguel Ángel García Mascuñan,https://theorg.com/org/sonnedix/org-chart,London,2,CFO Sonnedix — финансовая оценка гибридов ФЭС+BESS в Испании и Португалии,2026-09-06
Iberdrola España,owner,Responsable de Baterías y Grandes Renovables para Industria,Patricia Del Moral,https://www.elconciso.es/energia/iberdrola-premio-almacenamiento_0_2006237580.html,Madrid,2,Отмечена на премии Renmad 2026 как ответственная за батареи и крупные ВИЭ для промышленности; Iberdrola диспетчирует in-house — эталон для сравнения,2026-06
Iberdrola España,owner,CEO Iberdrola España,Mario Ruiz-Tagle,https://www.iberdrolaespana.com/sala-comunicacion/noticias/inauguracion-mayor-bateria-almacenamiento-energia-espana-campo-aranuelo-caceres,Madrid,2,"Открывал Campo Arañuelo I-II 58 МВт/120 МВт·ч — крупнейшую батарею Испании; план €1,5 млрд в хранение",2026-05-27
Iberdrola España,owner,Responsable de Nuevos Desarrollos de almacenamiento por bombeo,Félix Hernando Matellano,https://www.elconciso.es/energia/iberdrola-premio-almacenamiento_0_2006237580.html,Madrid,2,"Отвечает за новые разработки в хранении; полезен для понимания внутренней логики «почему in-house, а не вендор»",2026-06
Naturgy Renovables,owner,Responsable de almacenamiento,María Pérez Medel,https://www.naturgy.com/las-baterias-son-el-companero-indispensable-si-queremos-un-despliegue-eficiente-de-las-renovables/,Madrid,2,"Ведёт развитие электрохранения Naturgy (16 установок в Испании, Villanueva del Rey 22,9 МВт), член совета AEPIBAL — отраслевой голос",2026-09-06
Acciona Energía,owner,Chief Executive Officer,Arantza Ezpeleta,https://www.elespanol.com/invertia/empresas/energia/20250320/rafael-mateo-deja-cargo-ceo-acciona-energia-sustituido-arantza-ezpeleta/932657068_0.html,Madrid,2,CEO Acciona Energía; строит Bolarque 20 МВт и El Cuadrón 13 МВт с вводом в конце 2027 — ровно целевой размер 10-50 МВт,2026-08-11
Acciona Energía,owner,Head of Energy Management / Storage,,https://www.acciona-energia.com/es/actualidad/noticias/acciona-energia-instalara-dos-nuevas-baterias-espana,Madrid,1,"Acciona диспетчирует батареи in-house; нужен именно руководитель энергоменеджмента по Bolarque (20 МВт) и El Cuadrón (13 МВт), COD конец 2027",2026-08-11
Statkraft España,owner,Director General España y Portugal,José Miguel Ferrer,https://www.eleconomista.es/energia/noticias/13182192/01/25/tenemos-en-mente-seguir-comprando-vamos-a-estar-en-el-top-10-de-renovables-en-espana.html,Madrid,1,"Talayuela II BESS 23,87 МВт плюс 11 гибридов и 2 stand-alone 90 МВт в разработке; сам говорит, что делает ставку на батареи, а не на ГАЭС",2026-07-23
Ignis,owner,CEO Ignis Energía,Santiago Bordiú,https://ignis.es/en/ignis-becomes-the-first-independent-representative-to-manage-a-battery-in-spain-2/,Madrid,1,"Первый независимый representante, управляющий батареей в Испании (Lekunberri); подписал с Engie управление 625 МВт·ч до 2028 — прямой конкурент и одновременно канал",2025-09-17
Solaria,owner,Consejero Delegado,Arturo Díaz-Tejeiro Larrañaga,https://elperiodicodelaenergia.com/la-junta-de-solaria-aprueba-la-reeleccion-como-consejeros-de-su-presidente-y-de-su-consejero-delegado,Madrid,1,"5 BESS 20-40 МВт (Castor, Aquarii, Santiz I, Pegaso, Maira); 1 688 МВт·ч с экологическим разрешением, подключение в течение 2026",2026-09-06
Solaria,owner,Head of Energy Management / Storage,,https://forbes.es/economia/827618/solaria-obtiene-autorizaciones-ambientales-para-908-mwh-de-baterias-en-castilla-la-mancha-y-castilla-y-leon/,Madrid,1,"908 МВт·ч батарей на 11 солнечных станциях получили разрешения — нужен человек, который будет отвечать за их выручку на рынке",2026-07
Saeta Yield,owner,Managing Director,Álvaro Pérez de Lema,https://www.saetayield.com/en/liderazgo/,Madrid,1,"Купил Valle Solar с потенциалом гибридизации BESS 259 МВт (BESS I 92 МВт, BESS II 167 МВт); публично требует ясности по правилам для инвестиций в хранение",2026-09-06
Saeta Yield,owner,Chief Operating Officer,Miguel Lasheras,https://www.saetayield.com/en/liderazgo/,Madrid,1,COO Saeta (группа Masdar) — операционная сторона гибридизации до 400 МВт,2026-09-06
Saeta Yield,owner,Chief Financial Officer,Carmen López,https://www.saetayield.com/en/liderazgo/,Madrid,2,"CFO — инвестиционные решения по BESS заморожены до ясности в регулировании, важный собеседник о барьерах",2026-09-06
RIC Energy,owner,Storage Manager,Lourdes Llana,https://www.energias-renovables.com/almacenamiento/ric-energy-acelera-m-s-de-1-20260209,Madrid,1,"Прямая роль «Storage Manager»: Tagus 2 HBESS 176 МВт и PB Sonora Subirats 23,5 МВт; первые накопители RIC входят в эксплуатацию со 2П2026",2026-02-09
RIC Energy,owner,CEO Global,José Luis Moya,https://www.energias-renovables.com/almacenamiento/ric-energy-acelera-m-s-de-1-20260209,Madrid,1,">1 000 МВт standalone BESS в Испании и Италии, €29 млн из PERTE на хранение — решение о выборе оптимизатора на нём",2026-02-09
Elawan Energy,owner,Head of Revenue Management & PPA Origination,Diego García Cuenca,https://www.elawan.com/en/equipo/,Madrid,1,Точное попадание в роль: отвечает за управление выручкой и ориджинейшн; активы Torrijos I 20 МВт и Iniesta híbrido 30 МВт,2026-09-06
Elawan Energy,owner,Chief Executive Officer,Dionisio Fernández Auray,https://www.merca2.es/2026/07/10/elawan-financiacion-renovables-baterias-espana-2415055/,Madrid,1,"Закрыл рекордные €760 млн под 1,3 ГВт ВИЭ с батареями — первая сделка Elawan, где хранение включено в периметр финансирования",2026-07-10
Elawan Energy,owner,Chief Investment Officer,Pedro García Crespo,https://www.elawan.com/en/equipo/,Madrid,2,CIO Elawan — оценка возврата на BESS в структуре сделки с батареями,2026-09-06
FRV,owner,Managing Director FRV Iberia,Fernando Salinas,https://alj.com/en/news/frv-develops-more-than-1-2-gw-5-gwh-of-bess-in-spain-by-2027/,Madrid,1,"1,2 ГВт / 5 ГВт·ч BESS в Испании до статуса Ready-to-Build в 2026-2027; действующие FRV Palau 20 МВт и La Solanilla 17,5 МВт",2026-09-06
EDP Renovables España,owner,Directora General España,Rocío Sicre,https://www.energiaestrategica.com/espana-epicentro-verde-de-edp-renewables-150-mw-de-hidrogeno-300-mw-de-solar-y-15-gw-en-ppas-globales/,Madrid,2,"Ведёт испанский бизнес EDPR (Las Lomillas 36 МВт, Куэнка); EDP в списке REE как владелец подключённых батарей",2026-09-06
Nexwell Power,owner,CEO,Jorge Lara,https://www.eleconomista.es/energia/noticias/14011364/09/26/nexwell-power-se-lanza-al-almacenamiento-desplegara-1-gwh-en-baterias-para-hibridar-sus-plantas-solares.html,Madrid,1,"Разворачивает 1 ГВт·ч батарей для гибридизации ФЭС; первая лицензия на гибридную BESS в Кордобе (>100 МВт·ч, подключение 1П2027), привлёк €245 млн",2026-09-04
Engie España,owner,Head of Storage Spain,,https://www.engie.es/engie-espana-acelera-su-ambicion-en-almacenamiento-con-la-adquisicion-a-rolwind-del-mayor-proyecto-de-baterias-no-asociado-a-generacion-en-desarrollo-en-espana/,Madrid,1,"Купила у Rolwind Palmosilla 200 МВт и Cerrillo 78 МВт (1 112 МВт·ч), стройка с 1П2027, ввод в 2028, инвестиции >€240 млн — крупнейший stand-alone портфель",2026-04-08
Rolwind Renovables,owner,CEO,Manuel Nevado,https://www.elconciso.es/energia/engie-rolwind-proyectos-almacenamiento-bateria-tarifa-alora_0_2006423189.html,Madrid,1,Продал Engie два крупнейших независимых BESS Андалусии; знает экономику девелопмента stand-alone «изнутри»,2026-04-08
Repsol,owner,Head of Storage / Energy Management,,https://www.repsol.com/en/press-room/press-releases/2021/repsol-begins-to-generate-power-at-valdesolar-its-largest-PV-solar-farm-in-spain/index.cshtml,Madrid,2,Valdesolar BESS 200 МВт (Бадахос) при крупнейшей ФЭС Repsol в Испании; персона по хранению публично не раскрыта,2026-09-06
Endesa / Enel Green Power España,owner,Head of Storage / BESS,,https://elperiodicodelaenergia.com/sonnedix-firma-un-producto-financiero-con-endesa-para-gestionar-renovables-y-baterias-a-partir-de-2027/,Madrid,2,"6 проектов BESS 10,5-42 МВт (Mudéjar, Castilblanco, Navalvillar, Valdecaballero, Moeche, Tesouro) плюс роль балансового контрагента для Sonnedix с 2027",2026-04-14
Aquila Clean Energy Iberia,owner,Country Manager Spain,,https://www.aquila-clean-energy.es/en/team/leadership-team,Madrid,1,"El Cuco 33,6 МВт (Альбасете); ~4 ГВт портфель в Испании, в июне 2026 добавляет BESS к ФЭС 38 МВтp",2026-06-05
Galp,owner,Head of Energy Management Iberia,,https://www.pv-magazine.es/2026/06/22/boe-trece-proyectos-renovables-con-1-077-mw-de-fotovoltaica-26-de-hibridacion-y-329-mw-bess-en-la-tercera-semana-de-junio/,Madrid,1,Ictio Alcázar II & III 40 МВт (Сьюдад-Реаль) — гибрид в целевом диапазоне,2026-09-06
ABO Energy España,owner,Director de Desarrollo,,https://www.pv-magazine.es/2026/07/17/boe-34-proyectos-almacenamiento-con-176-gw-bess-publicados-en-el-segundo-trimestre-de-2026/,Valencia,1,"Orcoyen Almacena 73,6 МВт (Наварра); немецкий девелопер без своей трейдинговой команды в Испании — типичный кандидат на внешнего оптимизатора",2026-07-17
Benbros,owner,Director General,,https://www.pv-magazine.es/2026/07/17/boe-34-proyectos-almacenamiento-con-176-gw-bess-publicados-en-el-segundo-trimestre-de-2026/,,1,"BESS Solórzano 49,7 МВт (Кантабрия) — независимый девелопер ровно на верхней границе целевого диапазона",2026-07-17
Our New Energy,owner,Head of Storage,,https://www.pv-magazine.es/2026/07/17/boe-34-proyectos-almacenamiento-con-176-gw-bess-publicados-en-el-segundo-trimestre-de-2026/,,2,"La Farga BESS 148,4 МВт (Жирона) — крупный независимый проект, интересен как соседний сегмент",2026-07-17
Axpo Iberia,trader,Director General,Ignacio Soneira García,https://www.axpo.com/es/es/trabaja-con-nosotros/equipo-directivo.html,Madrid,1,Возглавляет Axpo Iberia — управляет крупнейшим портфелем представительства ВИЭ в Испании и имеет собственный BESS 10 МВт в Астурии,2026-09-06
Axpo Iberia,trader,Director del Área de Trading,José Rey Sanchís,https://rocketreach.co/axpo-iberia-management_b55f717df6081ef5,Madrid,1,Отвечает за трейдинг Axpo Iberia — прямой пользователь/конкурент алгоритмической оптимизации батарей,2026-09-06
Axpo Iberia,trader,Director Comercial,José Luis Novo Álvarez,https://rocketreach.co/axpo-iberia-management_b55f717df6081ef5,Madrid,1,"Коммерческий директор — канал к владельцам активов, которые ищут representante для BESS",2026-09-06
Nexus Energía,trader,Subdirector General,Miguel Fandiño,https://www.nexusenergia.com/noticias/nexus-energia-y-enspired-llegan-a-una-alianza-estrategica-para-liderar-el-mercado-de-optimizacion-de-activos-de-almacenamiento-renovable-en-espana/,Barcelona,1,Второй representante Испании (6 900 МВт); подписал альянс с enspired и продаёт ИИ-оптимизацию батарей — ключевой канал и конкурент одновременно,2025-07
enspired,trader,CEO & Co-founder,Juergen Mayerhofer,https://www.nexusenergia.com/noticias/nexus-energia-y-enspired-llegan-a-una-alianza-estrategica-para-liderar-el-mercado-de-optimizacion-de-activos-de-almacenamiento-renovable-en-espana/,Vienna,1,"Партнёр Nexus по Испании, цель 300 МВт BESS в стране в 2026 при 1 ГВт в Европе — прямой конкурент по ИИ-диспетчеризации",2025-07
Entrix Iberia,trader,Managing Director,Juan Galiardo,https://www.ess-news.com/2026/03/26/entrix-secures-e43-million-investment-eyes-growth-for-flexibility-services-in-iberian-market/,Madrid,1,"Возглавляет Entrix Iberia: €43 млн раунда прямо под Иберию, собственный центр управления и зона регулирования, 3 ГВт/8,5 ГВт·ч FID в Европе",2026-03-26
Entrix Iberia,trader,Commercial Director,Martim Vaz Pinto,https://ejecutivos.es/entrevista/martim-vaz-entrix/,Madrid,1,В интервью заявил цель стать «representante и оптимизатором номер один» для Испании и Португалии — самый прямой источник о конкурентном предложении,2026-07-01
Ignis Energía,trader,Head of Energy Management / representante,,https://ignis.es/en/ignis-becomes-the-first-independent-representative-to-manage-a-battery-in-spain-2/,Madrid,1,"Ignis гарантирует выручку активам и берёт на себя участие в балансирующих рынках — модель, конкурирующая с чистым софтом",2025-09-17
Statkraft Markets España,trader,Head of Origination Iberia,,https://www.eleconomista.es/energia/noticias/13182192/01/25/tenemos-en-mente-seguir-comprando-vamos-a-estar-en-el-top-10-de-renovables-en-espana.html,Madrid,1,Statkraft Markets представляет собственные и сторонние активы; balance-контрагент для гибридов с батареями,2026-09-06
Capalo AI,trader,CEO & Co-founder,Henri Taskinen,https://www.vestbee.com/insights/articles/capalo-ai-secures-11-m,Helsinki,1,"Финский ИИ-оптимизатор BESS (1,6 ГВт под управлением), объявил выход в Испанию и Португалию в 2026 — прямой конкурент, входящий на рынок",2026-09-06
Audax,trader,Consejero ejecutivo / fundador,José Elías,https://www.audaxrenovables.com/audax-celebra-su-junta-general-de-accionistas-2026/,Badalona,2,Audax начала гибридизацию своих испанских ФЭС с BESS и строит план 2026-2030 вокруг новых сервисов — потенциальный representante для сторонних батарей,2026-09-06
Shell Energy Europe Iberia,trader,Head of Flexibility / Storage Iberia,,https://modoenergy.com/research/battery-energy-storage-optimizers-contact-list-iberia,Madrid,1,"Один из международных балансовых контрагентов, к которым уходит диспетчеризация испанских stand-alone через tolling",2026-09-06
Danske Commodities,trader,Country Manager Iberia,,https://en.wikipedia.org/wiki/Danske_Commodities,Aarhus,1,Трейдер Equinor в 40+ рынках электроэнергии; в Иберии конкурирует за роль оптимизатора батарей,2026-09-06
Asterion Industrial Partners,fund,Founding Partner & CEO,Jesús Olmos Clavijo,https://www.asterionindustrial.com/team/,Madrid,2,Крупнейший испанский инфрафонд (~€5 млрд AUM) с энергетическим портфелем; решение о вложениях в BESS проходит через инвесткомитет,2026-09-06
Asterion Industrial Partners,fund,Operating Partner (energy),Antonio Haya,https://www.asterionindustrial.com/team/,Madrid,2,"Операционный партнёр по европейской энергетике — оценивает операционную модель активов, включая диспетчеризацию",2026-09-06
Asterion Industrial Partners,fund,Operating Partner (energy),Beatriz Trocolí,https://www.asterionindustrial.com/team/,Madrid,2,Операционный партнёр с многолетним опытом в энергетике; профиль под asset management портфельных компаний,2026-09-06
Q ENERGY,fund,Chief Executive Officer,Junu Lee,https://qenergy.eu/about-q-energy/our-executive-team/,,2,"Q Energy расширяет присутствие в Испании портфелем 252 МВт солнечных парков, гибридизируемых с батареями; сама выступает владельцем, EPC и O&M",2026-09-06
Q ENERGY,fund,Head of Development,Caleb Kim,https://qenergy.eu/about-q-energy/our-executive-team/,,2,Отвечает за девелопмент — включая гибридизацию испанских парков с накопителями,2026-09-06
Qualitas Energy,fund,Head of Asset Management,,https://www.qualitasenergy.com/,Madrid,2,"Испанский фонд с большим ВИЭ-портфелем и заявленным интересом к хранению; нужен управляющий активами, отвечающий за выручку",2026-09-06
Copenhagen Infrastructure Partners,fund,Investment Director Iberia,,https://www.cbinsights.com/investor/asterion-industrial-partners,Madrid,2,"Один из ключевых инфрафондов в испанских ВИЭ, рассматривающих stand-alone BESS; персона по Иберии публично не раскрыта",2026-09-06
Plenium Partners,fund,Investment Director,,https://www.pleniumpartners.com/,Madrid,2,Испанский фонд возобновляемой инфраструктуры; кандидат в покупатели портфелей BESS 10-50 МВт,2026-09-06
Everwood Capital,fund,Head of Asset Management,,https://www.everwoodcp.com/,Madrid,2,"Управляет испанскими ВИЭ-фондами, для которых гибридизация с BESS — способ поднять доходность действующих ФЭС",2026-09-06
Brookfield (X-Elio),fund,Investment Director Renewables Iberia,,https://theorg.com/org/x-elio/org-chart,Madrid,2,"Собственник X-Elio (BESS Pacheco 105 МВт, El Tello 63 МВт) — инвесткомитет утверждает модель монетизации накопителей",2026-09-06
Banco Santander,bank_consultant,Managing Director,Javier Trueba,https://www.eleconomista.es/energia/noticias/14002049/07/26/grenergy-sella-con-santander-y-smbc-la-primera-gran-financiacion-para-baterias-en-espana-100-millones-para-su-proyecto-de-oviedo.html,Madrid,3,"Заявил, что закрытие €100 млн под BESS Oviedo Grenergy «означает до и после в финансировании накопителей в Испании» — определяет банковские требования к выручке батарей",2026-07-22
SMBC,bank_consultant,Head of Energy Project Finance Iberia,,https://www.eleconomista.es/energia/noticias/14002049/07/26/grenergy-sella-con-santander-y-smbc-la-primera-gran-financiacion-para-baterias-en-espana-100-millones-para-su-proyecto-de-oviedo.html,Madrid,3,"Совместно с Santander профинансировал первый stand-alone BESS в Испании (Oviedo, 154 МВт/618 МВт·ч, tolling 10 лет)",2026-07-22
BBVA,bank_consultant,Director Project Finance Energía,,https://www.bbva.com/es/sostenibilidad/bbva-financia-246-mw-de-nueva-capacidad-renovable-en-espana-junto-a-abei-energy/,Madrid,3,BBVA — один из лидеров финансирования ВИЭ в Испании и готов кредитовать гибридизацию с батареями при умеренном леверидже,2026-09-06
CaixaBank,bank_consultant,Director Project Finance Energía,,https://www.energias-renovables.com/panorama/caixabank-respalda-la-financiaci-n-de-una-20260527,Madrid,3,Ведущий банк в финансировании ФЭС-портфеля на €530 млн (май 2026); вход в BESS — вопрос предсказуемости выручки,2026-05-27
Banco Sabadell,bank_consultant,Head of Energy Project Finance,,https://theobjective.com/economia/2026-06-27/bancos-alerta-renovables-baterias/,Madrid,3,Испанские банки прямо говорят: «renovables спасут батареи» — Sabadell в числе лидеров по кредитованию ВИЭ,2026-06-27
Aurora Energy Research,bank_consultant,Managing Director Iberia & LATAM,Ana Barillas,https://www.energynews.es/almacenamiento-entrevista-ana-barillas-aurora-research/,Madrid,3,"Ведёт иберийское направление Aurora, запустила Chronos Iberia и публикует прогнозы IRR по испанским BESS (до 11,1% в 2026) — независимый бенчмарк выручки",2026-09-06
AleaSoft Energy Forecasting,bank_consultant,Fundador y CEO,Antonio Delgado Rigal,https://aeeolica.org/en/entrevista-a-antonio-delgado-rigal-fundador-y-ceo-de-aleasoft-energy-forecasting/,Barcelona,3,"Доктор наук по ИИ, публично прогнозирует «бум батарей в ближайшие два года» и анализирует проекты гибридизации для банков и инвесторов",2026-03-30
Enertis Applus+,bank_consultant,Director General,Santos García,https://enertisapplus.com/about-us/,Madrid,3,Возглавляет техконсультанта с опытом 30 ГВт·ч хранения; выдаёт технические заключения для проектов гибридизации в Испании (>780 МВт·ч),2026-09-06
Enertis Applus+,bank_consultant,Head of Engineering and Construction Management,Aitor Ilundain,https://enertisapplus.com/about-us/,Madrid,3,"Инженерная экспертиза BESS-проектов — вопросы деградации и гарантий, напрямую связанные с алгоритмом диспетчеризации",2026-09-06
Modo Energy,bank_consultant,Lead Analyst Iberia,,https://modoenergy.com/research/battery-energy-storage-optimizers-contact-list-iberia,London,3,"Ведёт публичный трекинг испанского BESS-рынка (прогноз aFRR, ёмкостный рынок €9 млрд) и отдельный обзор «кто такие испанские оптимизаторы»",2026-09-06
DNV,bank_consultant,Senior Consultant Storage Iberia,,https://www.dnv.com/,Madrid,3,Технический советник банков по BESS; owner's engineer в сделках project finance,2026-09-06
Afry,bank_consultant,Senior Consultant Storage Iberia,,https://afry.com/,Madrid,3,Рыночный консультант по прогнозам цен и доходов накопителей для кредиторов,2026-09-06
G-advisory,bank_consultant,Director de Almacenamiento,,https://www.g-advisory.com/,Madrid,3,"Испанский энергоконсультант, готовящий финансовые модели BESS для инвесторов и банков",2026-09-06
Grupo Jorge (Jorge Energy),c_and_i,Director de Energía,,https://www.pv-magazine.es/2026/06/22/boe-trece-proyectos-renovables-con-1-077-mw-de-fotovoltaica-26-de-hibridacion-y-329-mw-bess-en-la-tercera-semana-de-junio/,Zaragoza,2,"Мясопромышленная группа с собственной ВИЭ-дивизией 225 МВт; проект Herrera de los Navarros 35,1 МВт BESS для гибридизации ВЭС 35 МВт и ФЭС 21 МВт",2026-06-22
Molinos Afau,c_and_i,Director de Energía / Responsable de Operaciones,,https://www.energynews.es/autoconsumo-industrial-baterias-proyecto-greenvolt/,Zaragoza,2,"Промышленный автопотребитель: ФЭС с накопителем 800 кВт / 1,3 МВт·ч по соглашению с Greenvolt Next — типовой кейс peak shaving и арбитража",2026-09-06
Greenvolt Next España,c_and_i,Director C&I España,,https://www.energynews.es/autoconsumo-industrial-baterias-proyecto-greenvolt/,Madrid,2,Канал к промышленным потребителям с гибридами и накопителями в Испании — агрегирует спрос C&I на оптимизацию,2026-09-06
